hit_id,sent_text,lemma_window,colloc,sent_id,prev_sent,token_str,lemma_str,next_sent,neg_lemma,adv_lemma,adj_lemma,neg_form,adv_form,adj_form,neg_index,adv_index,adj_index,dep_neg_source,dep_neg_target,dep_neg_relation,dep_mod_source,dep_mod_target,dep_mod_relation,json_source,match_ix,category
nyt_eng_20100228_0029_12:14-15-16,"Venture capital firms have been struggling to find a company that will make them not just rich , but fabulously rich .","Venture capital firm have been struggle to find a company that will make they not just rich , but fabulously rich .",,nyt_eng_20100228_0029_12,-LBQ-  They have a track record of success and a proven ability to disrupt a market with their ideas .  -RDQ-,"Venture capital firms have been struggling to find a company that will make them not just rich , but fabulously rich .","Venture capital firm have been struggle to find a company that will make they not just rich , but fabulously rich .","They dream about investing in the next Intel , Apple , Sun Microsystems , Yahoo or Google .",not,just,rich,not,just,rich,14,15,16,"{'lemma': 'rich', 'ix': 16, 'xpos': 'JJ', 'deprel': 'xcomp', 'head': 'make'}","{'lemma': 'not', 'ix': 14, 'xpos': 'RB', 'deprel': 'neg', 'head': 'rich'}",neg,"{'lemma': 'rich', 'ix': 16, 'xpos': 'JJ', 'deprel': 'xcomp', 'head': 'make'}","{'lemma': 'just', 'ix': 15, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'rich'}",advmod,nyt_eng_201002,14-15-16,immediateNeg
nyt_eng_20100228_0022_16:2-3-4,Things were not much prettier on the company side .,thing be not much prettier on the company side .,,nyt_eng_20100228_0022_16,"-LRB- SAG and AFTRA , having ended a long alliance , bargained separately in that round -- and AFTRA , which covers a number of television shows , settled without serious conflict . -RRB-",things were not much prettier on the company side .,thing be not much prettier on the company side .,"Executives saw relations with talent degrade , as agents and lawyers complained privately that studios and networks were using labor unrest as an excuse to terminate deals and to force a general reduction in pay and other contractual terms on writers , directors and actors .",not,much,prettier,not,much,prettier,2,3,4,"{'lemma': 'prettier', 'ix': 4, 'xpos': 'JJR', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'prettier'}",neg,"{'lemma': 'prettier', 'ix': 4, 'xpos': 'JJR', 'deprel': 'root', 'head': '.'}","{'lemma': 'much', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'prettier'}",advmod,nyt_eng_201002,2-3-4,immediateNeg
nyt_eng_20100228_0015_3:25-27-28,"In a world where small Volkswagens , Minis and Subarus can top $ 30,000 , the buyer of a sub - $ 20,000 coupe can not be too picky .","in a world where small volkswagen , Minis and Subarus can top $ 30,000 , the buyer of a sub - $ 20,000 coupe can not be too picky .",,nyt_eng_20100228_0015_3,"Preferably , one that does n't self-destruct .","in a world where small Volkswagens , Minis and Subarus can top $ 30,000 , the buyer of a sub - $ 20,000 coupe can not be too picky .","in a world where small volkswagen , Minis and Subarus can top $ 30,000 , the buyer of a sub - $ 20,000 coupe can not be too picky .","There are no sleepers lurking in this bargain basement , no 250-horsepower street racers , chinchilla-lined cabins or runway beauties awaiting discovery .",not,too,picky,not,too,picky,25,27,28,"{'lemma': 'picky', 'ix': 28, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 25, 'xpos': 'RB', 'deprel': 'neg', 'head': 'picky'}",neg,"{'lemma': 'picky', 'ix': 28, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'too', 'ix': 27, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'picky'}",advmod,nyt_eng_201002,25-27-28,immediateNeg
nyt_eng_20100228_0014_9:30-31-32,"And like midnight moviegoers at a screening of  -LBQ-  The Rocky Horror Picture Show ,  -RDQ-  they spoke along with Rios as she chastised her husband  -COL-   -LBQ-  That is not even right .","and like midnight moviegoer at a screening of `` the Rocky Horror Picture Show , '' they speak along with Rios as she chastise she husband : `` that be not even right .",,nyt_eng_20100228_0014_9,"-LRB-  -LBQ-  You have to be pretty angry to get to a place where you can construct that sentence ,  -RDQ-  said Jeff Cesario , one of the  -LBQ-  Marriage Ref  -RDQ-  writers . -RRB-","and like midnight moviegoers at a screening of `` The Rocky Horror Picture Show , '' they spoke along with Rios as she chastised her husband : `` That is not even right .","and like midnight moviegoer at a screening of `` the Rocky Horror Picture Show , '' they speak along with Rios as she chastise she husband : `` that be not even right .",That is so wrong .  -RDQ-,not,even,right,not,even,right,30,31,32,"{'lemma': 'right', 'ix': 32, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'speak'}","{'lemma': 'not', 'ix': 30, 'xpos': 'RB', 'deprel': 'neg', 'head': 'right'}",neg,"{'lemma': 'right', 'ix': 32, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'speak'}","{'lemma': 'even', 'ix': 31, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'right'}",advmod,nyt_eng_201002,30-31-32,immediateNeg
nyt_eng_20100228_0013_25:3-4-5,"-LBQ-  We 're not that concerned about being historically accurate in a film like this ,  -RDQ-  said Richard D. Zanuck , one of the movie 's producers .","`` we be not that concerned about be historically accurate in a film like this , '' say Richard D. Zanuck , one of the movie 's producer .",,nyt_eng_20100228_0013_25,"Refusing to marry , Alice instead decides to prove her mettle by shipping out to a trading post her father 's company plans to open in a China that , under force of British arms , has just been compelled to legalize the opium trade , cede Hong Kong and allow its citizens to be sent abroad as indentured servants .","`` We 're not that concerned about being historically accurate in a film like this , '' said Richard D. Zanuck , one of the movie 's producers .","`` we be not that concerned about be historically accurate in a film like this , '' say Richard D. Zanuck , one of the movie 's producer .","-LBQ-  It 's a piece of entertainment where you have a heroine off to another adventure at the end , and unless I 'm wrong , people of all nationalities will just enjoy it as an entertainment and not try to interpret it .  -RDQ-",not,that,concerned,not,that,concerned,3,4,5,"{'lemma': 'concerned', 'ix': 5, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'concerned'}",neg,"{'lemma': 'concerned', 'ix': 5, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'that', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'concerned'}",advmod,nyt_eng_201002,3-4-5,immediateNeg
nyt_eng_20100228_0007_9:16-17-18,"While about 130 Sun workers in Colorado lost their jobs last month , the cuts were n't as deep as some had projected for an IBM-Sun merger , which would have featured more overlap .","while about 130 Sun worker in Colorado lose they job last month , the cut be not as deep as some had project for a ibm-sun merger , which would have feature more overlap .",,nyt_eng_20100228_0007_9,Their futures had been unsettled since last March when reports surfaced about IBM 's interest in Sun .,"while about 130 Sun workers in Colorado lost their jobs last month , the cuts were n't as deep as some had projected for an IBM-Sun merger , which would have featured more overlap .","while about 130 Sun worker in Colorado lose they job last month , the cut be not as deep as some had project for a ibm-sun merger , which would have feature more overlap .","The somewhat loose corporate cultures at Sun and Oracle also may mesh better , as IBM is perceived to have more of a buttoned-down , business mindset .",n't,as,deep,n't,as,deep,16,17,18,"{'lemma': 'deep', 'ix': 18, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 16, 'xpos': 'RB', 'deprel': 'neg', 'head': 'deep'}",neg,"{'lemma': 'deep', 'ix': 18, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'as', 'ix': 17, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'deep'}",advmod,nyt_eng_201002,16-17-18,immediateNeg
nyt_eng_20100227_0134_29:4-6-7,"-LBQ-  I really could n't be much happier ,  -RDQ-  Miller said .","`` I really could not be much happier , '' Miller say .",,nyt_eng_20100227_0134_29,Not even going out in the giant slalom and slalom here put a damper on his mood .,"`` I really could n't be much happier , '' Miller said .","`` I really could not be much happier , '' Miller say .",-LBQ-  I know the risks I 'm taking -LRB- tactically -RRB- .,n't,much,happier,n't,much,happier,4,6,7,"{'lemma': 'happier', 'ix': 7, 'xpos': 'JJR', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'not', 'ix': 4, 'xpos': 'RB', 'deprel': 'neg', 'head': 'happier'}",neg,"{'lemma': 'happier', 'ix': 7, 'xpos': 'JJR', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'much', 'ix': 6, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'happier'}",advmod,nyt_eng_201002,4-6-7,immediateNeg
nyt_eng_20100227_0129_33:4-5-6,-LBQ-  It still was n't as bad as Madoff is now .  -RDQ-,`` it still be not as bad as Madoff be now . '',,nyt_eng_20100227_0129_33,"-LBQ-  My ex-husband 's name was Oswald , and I used it informally ,  -RDQ-  she said .",`` It still was n't as bad as Madoff is now . '',`` it still be not as bad as Madoff be now . '',,n't,as,bad,n't,as,bad,4,5,6,"{'lemma': 'bad', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'not', 'ix': 4, 'xpos': 'RB', 'deprel': 'neg', 'head': 'bad'}",neg,"{'lemma': 'bad', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'as', 'ix': 5, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'bad'}",advmod,nyt_eng_201002,4-5-6,immediateNeg
nyt_eng_20100227_0124_31:31-32-33,"Alerted by the publicity , Adams Express had warned its agents to be  -LBQ-  suspicious of boxes that emitted grunts  -RDQ-  and  -LBQ-  the two slaves on the second expedition were not as stoic as Henry Brown and gave out little noises .  -RDQ-","alert by the publicity , Adams Express had warn its agent to be `` suspicious of box that emit grunt '' and `` the two slave on the second expedition be not as stoic as Henry Brown and give out little noise . ''",,nyt_eng_20100227_0124_31,"Twice more , in fact , Brown 's accomplices in Richmond tried to ship human  -LBQ-  cargo ,  -RDQ-  but failed , according to Ruggles .","alerted by the publicity , Adams Express had warned its agents to be `` suspicious of boxes that emitted grunts '' and `` the two slaves on the second expedition were not as stoic as Henry Brown and gave out little noises . ''","alert by the publicity , Adams Express had warn its agent to be `` suspicious of box that emit grunt '' and `` the two slave on the second expedition be not as stoic as Henry Brown and give out little noise . ''",It was not long before Brown was also back on the run .,not,as,stoic,not,as,stoic,31,32,33,"{'lemma': 'stoic', 'ix': 33, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'alert'}","{'lemma': 'not', 'ix': 31, 'xpos': 'RB', 'deprel': 'neg', 'head': 'stoic'}",neg,"{'lemma': 'stoic', 'ix': 33, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'alert'}","{'lemma': 'as', 'ix': 32, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'stoic'}",advmod,nyt_eng_201002,31-32-33,immediateNeg
nyt_eng_20100227_0124_4:10-11-12,"Safe to say , the recipient of the box was not fully prepared for what was inside  -COL-  a 200-pound man named Henry Brown .","Safe to say , the recipient of the box be not fully prepared for what be inside : a 200-pound man name Henry Brown .",,nyt_eng_20100227_0124_4,Written on the side were the words  -LBQ-  this side up with care .  -RDQ-,"Safe to say , the recipient of the box was not fully prepared for what was inside : a 200-pound man named Henry Brown .","Safe to say , the recipient of the box be not fully prepared for what be inside : a 200-pound man name Henry Brown .","As an African-American living in the South , Brown was a slave when he left Virginia on March 23 , 1849 , concealed in the box he had designed for his purpose .",not,fully,prepared,not,fully,prepared,10,11,12,"{'lemma': 'prepared', 'ix': 12, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 10, 'xpos': 'RB', 'deprel': 'neg', 'head': 'prepared'}",neg,"{'lemma': 'prepared', 'ix': 12, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'fully', 'ix': 11, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'prepared'}",advmod,nyt_eng_201002,10-11-12,immediateNeg
nyt_eng_20100227_0121_23:26-28-29,"Coaches like Carlo Fassi of Italy and John Nicks of England went to the United States to help rebuild the skating program , but it was not yet fully reconstructed by the 1964 Winter Games in Innsbruck , Austria .","coach like Carlo Fassi of Italy and John Nicks of England go to the United States to help rebuild the skate program , but it be not yet fully reconstructed by the 1964 Winter Games in Innsbruck , Austria .",,nyt_eng_20100227_0121_23,Eighteen members of the U.S. figure skating team died in a plane crash en route to the 1961 world championships in Prague .,"coaches like Carlo Fassi of Italy and John Nicks of England went to the United States to help rebuild the skating program , but it was not yet fully reconstructed by the 1964 Winter Games in Innsbruck , Austria .","coach like Carlo Fassi of Italy and John Nicks of England go to the United States to help rebuild the skate program , but it be not yet fully reconstructed by the 1964 Winter Games in Innsbruck , Austria .","Peggy Fleming , then 16 , finished sixth , four years before she won the gold medal at the 1968 Winter Olympics in Grenoble , France .",not,fully,reconstructed,not,fully,reconstructed,26,28,29,"{'lemma': 'reconstructed', 'ix': 29, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'go'}","{'lemma': 'not', 'ix': 26, 'xpos': 'RB', 'deprel': 'neg', 'head': 'reconstructed'}",neg,"{'lemma': 'reconstructed', 'ix': 29, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'go'}","{'lemma': 'fully', 'ix': 28, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'reconstructed'}",advmod,nyt_eng_201002,26-28-29,immediateNeg
nyt_eng_20100227_0119_2:6-7-8,"The next stop , he is not so sure about .","the next stop , he be not so sure about .",,nyt_eng_20100227_0119_2,"According to Yankees outfielder Jamie Hoffmann , no proper tour of his hometown , New Ulm , Minn. , would be complete without a visit to the August Schell Brewing Co. .","the next stop , he is not so sure about .","the next stop , he be not so sure about .","Maybe an outing to the Minnesota Music Hall of Fame or , if processed cheese is your thing , a drive past the Kraft Foods plant .",not,so,sure,not,so,sure,6,7,8,"{'lemma': 'sure', 'ix': 8, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 6, 'xpos': 'RB', 'deprel': 'neg', 'head': 'sure'}",neg,"{'lemma': 'sure', 'ix': 8, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'so', 'ix': 7, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'sure'}",advmod,nyt_eng_201002,6-7-8,immediateNeg
nyt_eng_20100227_0113_17:27-28-29,"What was shame over a partial leg amputation only a month ago has turned into the promise of an artificial limb , if the leg cut is n't too high .","what be shame over a partial leg amputation only a month ago has turn into the promise of a artificial limb , if the leg cut be not too high .",,nyt_eng_20100227_0113_17,A below-the-knee amputation is preferable to a mid-thigh because of the knee 's ability to control a prosthesis .,"what was shame over a partial leg amputation only a month ago has turned into the promise of an artificial limb , if the leg cut is n't too high .","what be shame over a partial leg amputation only a month ago has turn into the promise of a artificial limb , if the leg cut be not too high .",-LBQ-  At least I have one leg .,n't,too,high,n't,too,high,27,28,29,"{'lemma': 'high', 'ix': 29, 'xpos': 'JJ', 'deprel': 'advcl', 'head': 'turn'}","{'lemma': 'not', 'ix': 27, 'xpos': 'RB', 'deprel': 'neg', 'head': 'high'}",neg,"{'lemma': 'high', 'ix': 29, 'xpos': 'JJ', 'deprel': 'advcl', 'head': 'turn'}","{'lemma': 'too', 'ix': 28, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'high'}",advmod,nyt_eng_201002,27-28-29,immediateNeg
