                l1  l2                     f             E11  r.log.likelihood  r.Poisson.Stirling  r.gmean  r.odds.ratio  r.relative.risk  r.Dice   r.MI2   r.MI3    r.MS  r.t.score  r.z.score.corr  am.log.likelihood  am.Poisson.Stirling        am.gmean   am.odds.ratio  am.relative.risk         am.Dice          am.MI2           am.MI3           am.MS      am.t.score  am.z.score.corr       f1       f2         N  
              real  tough               2028   1.6387800e+02              1928                1577     2327          4766             4703    1343    2327    2823    1094       2113            2035      6.5404674e+03        1.3349367e+03   1.8413977e-02   1.10776050109     1.10176749733   1.7999707e-02   4.39961524319    7.7066832e+00   1.4864439e-02      41.3942822     145.57858685    88904   136433  74015056  
       deliciously  readable              25   1.9582333e+00             20421               14078    25555          4767             4642   16466   25555   40286   12929      25443           16404      8.1347381e+01        1.6794527e+01   2.0765756e-03   1.10775848763     1.10704134601   2.0538098e-03   2.50401557791    3.9019556e+00   1.7895490e-03       4.6083533      16.10852332    10375    13970  74015056  
            surely  intentional           19   1.4882359e+00             22558               15292    28838          4768             4646   18694   28838   45607   12861      28125           18206      6.1815162e+01        1.2763960e+01   1.8103297e-03   1.10753264794     1.10680300631   1.8102997e-03   2.38483543902    3.6635890e+00   1.7999242e-03       4.0174742      13.94483794    10556    10435  74015056  
          directly  pertinent             75   5.9062707e+00             12917                9462    15264          4769             4671   11682   15264   23411   12926      16019           10521      2.4360653e+02        5.0209007e+01   3.5871088e-03   1.10735273116     1.10446467684   2.8660412e-03   2.97880917547    4.8538704e+00   1.7897626e-03       7.9782566      28.22459632    41905    10432  74015056  
            mostly  ineffective          330   2.6406033e+01              6148                4801     7051          4770             4755    7517    7051   10067    9625       7258            5414      1.0669511e+03        2.1863038e+02   7.4645275e-03   1.10730156812     1.09775603463   4.2952810e-03   3.61532471567    6.1338387e+00   2.3628305e-03      16.7122978      58.98284406   139663    13994  74015056  
         basically  mandatory             44   3.4551161e+00             16328               11641    19769          4771             4655   12690   19769   30667   11044      20302           13130      1.4302560e+02        2.9510604e+01   2.7514481e-03   1.10728345015     1.10582281253   2.6466961e-03   2.74844271387    4.3918954e+00   2.0786092e-03       6.1123712      21.54347315    21168    12081  74015056  
           utterly  pathetic             113   8.9261837e+00             10659                7964    12384          4772             4687   10309   12384   18713   12072      13056            8840      3.6668741e+02        7.5497350e+01   4.3962815e-03   1.10724686698     1.10317758488   3.2140165e-03   3.15549106428    5.2085695e+00   1.9104942e-03       9.7904411      34.66706439    59147    11170  74015056  
          normally  steady                57   4.4795528e+00             14592               10560    17478          4773             4659   10829   17478   26960    8774      18149           11834      1.8523063e+02        3.8209705e+01   3.1303831e-03   1.10719937058     1.10566990122   3.0703763e-03   2.86051504793    4.6163899e+00   2.5696511e-03       6.9565032      24.57857779    22182    14947  74015056  
           clearly  cartisan             120   9.4956719e+00             10347                7727    12000          4774             4696   11064   12000   18105   13502      12645            8588      3.8918177e+02        8.0083328e+01   4.5264566e-03   1.10713948200     1.10234407835   3.0060120e-03   3.18083679401    5.2600180e+00   1.7200355e-03      10.0876189      35.69824977    69766    10074  74015056  
        completely  blind               1694   1.4353896e+02              2221                1826     2696          4775             5091    4823    2696    3346    6615       2448            2352      5.3854000e+03        1.0801776e+03   1.6434953e-02   1.10709403246     1.07326683370   6.3848512e-03   4.30085700539    7.5297704e+00   3.3229304e-03      37.6707402     129.37068494   509791    20840  74015056  
       beautifully  simple              1177   9.8573727e+01              2858                2337     3414          4776             4656    5972    3414    4331    8214       3184            2886      3.7541139e+03        7.5648238e+02   1.3779575e-02   1.10682522648     1.10572883712   5.2630755e-03   4.14779174633    7.2185682e+00   2.7352247e-03      31.4341867     108.56965744    16955   430312  74015056  
             about  loving               196   1.5539475e+01              8110                6176     9216          4777             4700    6895    9216   13765    7715       9768            6900      6.3509754e+02        1.3063895e+02   5.7793349e-03   1.10661391738     1.10198199659   4.6353779e-03   3.39307580149    5.6853319e+00   2.9021129e-03      12.8900375      45.65192351    67537    17030  74015056  
              once  peaceful             568   4.5310381e+01              4466                3527     5141          4778             4712    3119    5141    7046    2840       5187            4138      1.8371835e+03        3.7707029e+02   9.8082029e-03   1.10654930641     1.10090572091   9.2168890e-03   3.85249895572    6.6068473e+00   6.8681983e-03      21.9315692      77.57635606    82700    40552  74015056  
      refreshingly  authentic             55   4.3328220e+00             14835               10704    17821          4779             4654   12957   17821   27450   13724      18450           12034      1.7852840e+02        3.6811355e+01   3.0712646e-03   1.10650995954     1.10583346113   2.5932999e-03   2.84395452707    4.5843172e+00   1.6886187e-03       6.8319609      24.10095465     9846    32571  74015056  
      delightfully  colorful              37   2.9111053e+00             17451               12347    21391          4780             4657   14776   21391   33428   14416      21834           14116      1.2013346e+02        2.4784425e+01   2.5206510e-03   1.10637124753     1.10572633232   2.2869151e-03   2.67234552674    4.2405473e+00   1.6098856e-03       5.6041798      19.68642024     9375    22983  74015056  
      considerably  easier                95   7.5081183e+00             11545                8567    13566          4781             4689   10552   13566   20583   11914      14307            9534      3.0805038e+02        6.3450311e+01   4.0299348e-03   1.10634022230     1.10296717908   3.1447582e-03   3.07991610092    5.0576397e+00   1.9348269e-03       8.9764777      31.74776595    49100    11318  74015056  
    scientifically  precise               73   5.7651708e+00             13092                9561    15482          4782             4658   12809   15482   23801   14826      16231           10686      2.3676173e+02        4.8779783e+01   3.5339202e-03   1.10633994618     1.10571220235   2.6191160e-03   2.96583354154    4.8291564e+00   1.5670617e-03       7.8692415      27.79370630     9160    46584  74015056  
         downright  brutal               178   1.4078482e+01              8536                6459     9748          4783             4676    5716    9748   14558    4008      10292            7198      5.7705070e+02        1.1882740e+02   5.5141941e-03   1.10630124666     1.10391813633   5.4991736e-03   3.35228417372    5.6027042e+00   5.1214179e-03      12.2864372      43.55432874    34756    29981  74015056  
