sentences,mask_type,pred_pos,scale_type
He wasn't ridiculously [MASK] but he was not sad either. He was kinda happy.,predicate,adj,rel
He wasn't ridiculously [MASK] but he was not sad either.,predicate,adj,rel
He wasn't ridiculously happy but he was not [MASK] either. He was kinda happy.,predicate,adj,rel
He wasn't ridiculously happy but he was not [MASK] either.,predicate,adj,rel
He wasn't ridiculously happy but he was not sad either. He was kinda [MASK].,predicate,adj,rel
He wasn't ridiculously [MASK] but he was not sad either. He was sorta happy.,predicate,adj,rel
He wasn't ridiculously happy but he was not [MASK] either. He was sorta happy.,predicate,adj,rel
He wasn't ridiculously happy but he was not sad either. He was sorta [MASK].,predicate,adj,rel
He wasn't ridiculously [MASK] but he wasn't sad either. He was kinda happy.,predicate,adj,rel
He wasn't ridiculously [MASK] but he wasn't sad either.,predicate,adj,rel
He wasn't ridiculously happy but he wasn't [MASK] either. He was kinda happy.,predicate,adj,rel
He wasn't ridiculously happy but he wasn't [MASK] either.,predicate,adj,rel
He wasn't ridiculously happy but he wasn't sad either. He was kinda [MASK].,predicate,adj,rel
He wasn't ridiculously [MASK] but he wasn't sad either. He was sorta happy.,predicate,adj,rel
He wasn't ridiculously happy but he wasn't [MASK] either. He was sorta happy.,predicate,adj,rel
He wasn't ridiculously happy but he wasn't sad either. He was sorta [MASK].,predicate,adj,rel
He was not [MASK] but he was not extremely happy either. He was kinda happy.,predicate,adj,rel
He was not [MASK] but he was not extremely happy either.,predicate,adj,rel
He was not sad but he was not extremely [MASK] either. He was kinda happy.,predicate,adj,rel
He was not sad but he was not extremely [MASK] either.,predicate,adj,rel
He was not sad but he was not extremely happy either. He was kinda [MASK].,predicate,adj,rel
He was not [MASK] but he was not extremely happy either. He was sorta happy.,predicate,adj,rel
He was not sad but he was not extremely [MASK] either. He was sorta happy.,predicate,adj,rel
He was not sad but he was not extremely happy either. He was sorta [MASK].,predicate,adj,rel
He was not [MASK] but he was not ridiculously happy either. He was kinda happy.,predicate,adj,rel
He was not [MASK] but he was not ridiculously happy either.,predicate,adj,rel
He was not sad but he was not ridiculously [MASK] either. He was kinda happy.,predicate,adj,rel
He was not sad but he was not ridiculously [MASK] either.,predicate,adj,rel
He was not sad but he was not ridiculously happy either. He was kinda [MASK].,predicate,adj,rel
He was not [MASK] but he was not ridiculously happy either. He was sorta happy.,predicate,adj,rel
He was not sad but he was not ridiculously [MASK] either. He was sorta happy.,predicate,adj,rel
He was not sad but he was not ridiculously happy either. He was sorta [MASK].,predicate,adj,rel
He was not [MASK] but he wasn't extremely happy either. He was kinda happy.,predicate,adj,rel
He was not [MASK] but he wasn't extremely happy either.,predicate,adj,rel
He was not sad but he wasn't extremely [MASK] either. He was kinda happy.,predicate,adj,rel
He was not sad but he wasn't extremely [MASK] either.,predicate,adj,rel
He was not sad but he wasn't extremely happy either. He was kinda [MASK].,predicate,adj,rel
He was not [MASK] but he wasn't extremely happy either. He was sorta happy.,predicate,adj,rel
He was not sad but he wasn't extremely [MASK] either. He was sorta happy.,predicate,adj,rel
He was not sad but he wasn't extremely happy either. He was sorta [MASK].,predicate,adj,rel
He was not [MASK] but he wasn't ridiculously happy either. He was kinda happy.,predicate,adj,rel
He was not [MASK] but he wasn't ridiculously happy either.,predicate,adj,rel
He was not sad but he wasn't ridiculously [MASK] either. He was kinda happy.,predicate,adj,rel
He was not sad but he wasn't ridiculously [MASK] either.,predicate,adj,rel
He was not sad but he wasn't ridiculously happy either. He was kinda [MASK].,predicate,adj,rel
He was not [MASK] but he wasn't ridiculously happy either. He was sorta happy.,predicate,adj,rel
He was not sad but he wasn't ridiculously [MASK] either. He was sorta happy.,predicate,adj,rel
He was not sad but he wasn't ridiculously happy either. He was sorta [MASK].,predicate,adj,rel
He wasn't [MASK] but he was not extremely happy either. He was kinda happy.,predicate,adj,rel
He wasn't [MASK] but he was not extremely happy either.,predicate,adj,rel
He wasn't sad but he was not extremely [MASK] either. He was kinda happy.,predicate,adj,rel
He wasn't sad but he was not extremely [MASK] either.,predicate,adj,rel
He wasn't sad but he was not extremely happy either. He was kinda [MASK].,predicate,adj,rel
He wasn't [MASK] but he was not extremely happy either. He was sorta happy.,predicate,adj,rel
He wasn't sad but he was not extremely [MASK] either. He was sorta happy.,predicate,adj,rel
He wasn't sad but he was not extremely happy either. He was sorta [MASK].,predicate,adj,rel
He wasn't [MASK] but he was not ridiculously happy either. He was kinda happy.,predicate,adj,rel
He wasn't [MASK] but he was not ridiculously happy either.,predicate,adj,rel
He wasn't sad but he was not ridiculously [MASK] either. He was kinda happy.,predicate,adj,rel
He wasn't sad but he was not ridiculously [MASK] either.,predicate,adj,rel
He wasn't sad but he was not ridiculously happy either. He was kinda [MASK].,predicate,adj,rel
He wasn't [MASK] but he was not ridiculously happy either. He was sorta happy.,predicate,adj,rel
He wasn't sad but he was not ridiculously [MASK] either. He was sorta happy.,predicate,adj,rel
He wasn't sad but he was not ridiculously happy either. He was sorta [MASK].,predicate,adj,rel
He wasn't [MASK] but he wasn't extremely happy either. He was kinda happy.,predicate,adj,rel
He wasn't [MASK] but he wasn't extremely happy either.,predicate,adj,rel
He wasn't sad but he wasn't extremely [MASK] either. He was kinda happy.,predicate,adj,rel
He wasn't sad but he wasn't extremely [MASK] either.,predicate,adj,rel
He wasn't sad but he wasn't extremely happy either. He was kinda [MASK].,predicate,adj,rel
He wasn't [MASK] but he wasn't extremely happy either. He was sorta happy.,predicate,adj,rel
He wasn't sad but he wasn't extremely [MASK] either. He was sorta happy.,predicate,adj,rel
He wasn't sad but he wasn't extremely happy either. He was sorta [MASK].,predicate,adj,rel
He wasn't [MASK] but he wasn't ridiculously happy either. He was kinda happy.,predicate,adj,rel
He wasn't [MASK] but he wasn't ridiculously happy either.,predicate,adj,rel
He wasn't sad but he wasn't ridiculously [MASK] either. He was kinda happy.,predicate,adj,rel
He wasn't sad but he wasn't ridiculously [MASK] either.,predicate,adj,rel
He wasn't sad but he wasn't ridiculously happy either. He was kinda [MASK].,predicate,adj,rel
He wasn't [MASK] but he wasn't ridiculously happy either. He was sorta happy.,predicate,adj,rel
He wasn't sad but he wasn't ridiculously [MASK] either. He was sorta happy.,predicate,adj,rel
He wasn't sad but he wasn't ridiculously happy either. He was sorta [MASK].,predicate,adj,rel
He was not extremely sad. He was kinda [MASK].,predicate,adj,rel
He was not extremely sad. He was sorta [MASK].,predicate,adj,rel
He was not extremely [MASK]. He was extremely happy.,predicate,adj,rel
He was not extremely sad. He was extremely [MASK].,predicate,adj,rel
He was not extremely [MASK]. He was ridiculously happy.,predicate,adj,rel
He was not extremely sad. He was ridiculously [MASK].,predicate,adj,rel
He was not extremely [MASK]. He was happy.,predicate,adj,rel
He was not extremely sad. He was [MASK].,predicate,adj,rel
He was not ridiculously sad. He was kinda [MASK].,predicate,adj,rel
He was not ridiculously sad. He was sorta [MASK].,predicate,adj,rel
He was not ridiculously [MASK]. He was extremely happy.,predicate,adj,rel
He was not ridiculously sad. He was extremely [MASK].,predicate,adj,rel
He was not ridiculously [MASK]. He was ridiculously happy.,predicate,adj,rel
He was not ridiculously sad. He was ridiculously [MASK].,predicate,adj,rel
He was not ridiculously [MASK]. He was happy.,predicate,adj,rel
He was not ridiculously sad. He was [MASK].,predicate,adj,rel
He was not [MASK]. He was kinda happy.,predicate,adj,rel
He was not sad. He was kinda [MASK].,predicate,adj,rel
He was not [MASK]. He was sorta happy.,predicate,adj,rel
He was not sad. He was sorta [MASK].,predicate,adj,rel
He was not [MASK]. He was extremely happy.,predicate,adj,rel
He was not sad. He was extremely [MASK].,predicate,adj,rel
He was not [MASK]. He was ridiculously happy.,predicate,adj,rel
He was not sad. He was ridiculously [MASK].,predicate,adj,rel
He was not [MASK]. He was happy.,predicate,adj,rel
He was not sad. He was [MASK].,predicate,adj,rel
He wasn't extremely sad. He was kinda [MASK].,predicate,adj,rel
He wasn't extremely sad. He was sorta [MASK].,predicate,adj,rel
He wasn't extremely [MASK]. He was extremely happy.,predicate,adj,rel
He wasn't extremely sad. He was extremely [MASK].,predicate,adj,rel
He wasn't extremely [MASK]. He was ridiculously happy.,predicate,adj,rel
He wasn't extremely sad. He was ridiculously [MASK].,predicate,adj,rel
He wasn't extremely [MASK]. He was happy.,predicate,adj,rel
He wasn't extremely sad. He was [MASK].,predicate,adj,rel
He wasn't ridiculously sad. He was kinda [MASK].,predicate,adj,rel
He wasn't ridiculously sad. He was sorta [MASK].,predicate,adj,rel
He wasn't ridiculously [MASK]. He was extremely happy.,predicate,adj,rel
He wasn't ridiculously sad. He was extremely [MASK].,predicate,adj,rel
He wasn't ridiculously [MASK]. He was ridiculously happy.,predicate,adj,rel
He wasn't ridiculously sad. He was ridiculously [MASK].,predicate,adj,rel
He wasn't ridiculously [MASK]. He was happy.,predicate,adj,rel
He wasn't ridiculously sad. He was [MASK].,predicate,adj,rel
He wasn't [MASK]. He was kinda happy.,predicate,adj,rel
He wasn't sad. He was kinda [MASK].,predicate,adj,rel
He wasn't [MASK]. He was sorta happy.,predicate,adj,rel
He wasn't sad. He was sorta [MASK].,predicate,adj,rel
He wasn't [MASK]. He was extremely happy.,predicate,adj,rel
He wasn't sad. He was extremely [MASK].,predicate,adj,rel
He wasn't [MASK]. He was ridiculously happy.,predicate,adj,rel
He wasn't sad. He was ridiculously [MASK].,predicate,adj,rel
He wasn't [MASK]. He was happy.,predicate,adj,rel
He wasn't sad. He was [MASK].,predicate,adj,rel
He was kinda [MASK]. He was not extremely sad.,predicate,adj,rel
He was kinda [MASK]. He was not ridiculously sad.,predicate,adj,rel
He was kinda [MASK]. He was not sad.,predicate,adj,rel
He was kinda happy. He was not [MASK].,predicate,adj,rel
He was kinda [MASK]. He wasn't extremely sad.,predicate,adj,rel
He was kinda [MASK]. He wasn't ridiculously sad.,predicate,adj,rel
He was kinda [MASK]. He wasn't sad.,predicate,adj,rel
He was kinda happy. He wasn't [MASK].,predicate,adj,rel
He was sorta [MASK]. He was not extremely sad.,predicate,adj,rel
He was sorta [MASK]. He was not ridiculously sad.,predicate,adj,rel
He was sorta [MASK]. He was not sad.,predicate,adj,rel
He was sorta happy. He was not [MASK].,predicate,adj,rel
He was sorta [MASK]. He wasn't extremely sad.,predicate,adj,rel
He was sorta [MASK]. He wasn't ridiculously sad.,predicate,adj,rel
He was sorta [MASK]. He wasn't sad.,predicate,adj,rel
He was sorta happy. He wasn't [MASK].,predicate,adj,rel
He was extremely [MASK]. He was not extremely sad.,predicate,adj,rel
He was extremely happy. He was not extremely [MASK].,predicate,adj,rel
He was extremely [MASK]. He was not ridiculously sad.,predicate,adj,rel
He was extremely happy. He was not ridiculously [MASK].,predicate,adj,rel
He was extremely [MASK]. He was not sad.,predicate,adj,rel
He was extremely happy. He was not [MASK].,predicate,adj,rel
He was extremely [MASK]. He wasn't extremely sad.,predicate,adj,rel
He was extremely happy. He wasn't extremely [MASK].,predicate,adj,rel
He was extremely [MASK]. He wasn't ridiculously sad.,predicate,adj,rel
He was extremely happy. He wasn't ridiculously [MASK].,predicate,adj,rel
He was extremely [MASK]. He wasn't sad.,predicate,adj,rel
He was extremely happy. He wasn't [MASK].,predicate,adj,rel
He was ridiculously [MASK]. He was not extremely sad.,predicate,adj,rel
He was ridiculously happy. He was not extremely [MASK].,predicate,adj,rel
He was ridiculously [MASK]. He was not ridiculously sad.,predicate,adj,rel
He was ridiculously happy. He was not ridiculously [MASK].,predicate,adj,rel
He was ridiculously [MASK]. He was not sad.,predicate,adj,rel
He was ridiculously happy. He was not [MASK].,predicate,adj,rel
He was ridiculously [MASK]. He wasn't extremely sad.,predicate,adj,rel
He was ridiculously happy. He wasn't extremely [MASK].,predicate,adj,rel
He was ridiculously [MASK]. He wasn't ridiculously sad.,predicate,adj,rel
He was ridiculously happy. He wasn't ridiculously [MASK].,predicate,adj,rel
He was ridiculously [MASK]. He wasn't sad.,predicate,adj,rel
He was ridiculously happy. He wasn't [MASK].,predicate,adj,rel
He was [MASK]. He was not extremely sad.,predicate,adj,rel
He was happy. He was not extremely [MASK].,predicate,adj,rel
He was [MASK]. He was not ridiculously sad.,predicate,adj,rel
He was happy. He was not ridiculously [MASK].,predicate,adj,rel
He was [MASK]. He was not sad.,predicate,adj,rel
He was happy. He was not [MASK].,predicate,adj,rel
He was [MASK]. He wasn't extremely sad.,predicate,adj,rel
He was happy. He wasn't extremely [MASK].,predicate,adj,rel
He was [MASK]. He wasn't ridiculously sad.,predicate,adj,rel
He was happy. He wasn't ridiculously [MASK].,predicate,adj,rel
He was [MASK]. He wasn't sad.,predicate,adj,rel
He was happy. He wasn't [MASK].,predicate,adj,rel
He was not extremely [MASK]. He was not extremely happy.,predicate,adj,rel
He was not extremely sad. He was not extremely [MASK].,predicate,adj,rel
He was not extremely [MASK]. He was not ridiculously happy.,predicate,adj,rel
