,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,log_ratio,conservative_log_ratio,unexpected_count,unexpected_ratio,joint_probability
396,predominantly,kurdish,854,1.325,9736.958,3.027,0.383,0.017,10.029,9.657,852.675,0.998,0.007
446,predominantly,sunni,1491,2.418,16852.998,3.001,0.366,0.03,9.926,9.649,1488.582,0.998,0.011
265,reasonably,practicable,1083,1.888,12176.336,3.015,0.436,0.017,9.992,9.648,1081.112,0.998,0.007
27214,north,central,282,0.246,3511.368,3.227,0.012,0.311,10.181,9.644,281.754,0.999,0.004
17594,devoutly,religious,791,0.815,9720.689,3.241,0.021,0.431,9.953,9.64,790.185,0.999,0.009
1999,intellectually,stimulating,1270,1.586,14759.963,3.014,0.162,0.075,9.901,9.637,1268.414,0.999,0.012
1820,officially,nonpartisan,203,0.191,2463.23,3.115,0.173,0.015,10.325,9.637,202.809,0.999,0.003
6283,steadily,shrinking,69,0.041,893.782,3.269,0.063,0.022,10.817,9.635,68.959,0.999,0.001
853,strictly,confidential,2566,3.912,29136.525,2.99,0.276,0.073,9.823,9.625,2562.088,0.998,0.02
11539,cognitively,impaired,98,0.066,1243.571,3.211,0.034,0.051,10.583,9.622,97.934,0.999,0.002
551,morally,reprehensible,1624,2.619,18326.215,2.988,0.34,0.036,9.875,9.615,1621.381,0.998,0.012
262,previously,unseen,3227,6.439,35518.777,2.972,0.44,0.044,9.808,9.609,3220.561,0.998,0.019
2583,artificially,inflated,129,0.106,1596.138,3.157,0.135,0.014,10.464,9.602,128.894,0.999,0.002
1327,over,several,1724,2.396,19755.984,2.992,0.211,0.071,9.833,9.6,1721.604,0.999,0.015
24368,low,key,243,0.212,3001.802,3.18,0.014,0.232,10.181,9.6,242.788,0.999,0.003
15621,devoutly,catholic,268,0.241,3270.713,3.125,0.024,0.146,10.152,9.598,267.759,0.999,0.004
8852,narrowly,focused,433,0.434,5186.057,3.072,0.045,0.115,10.028,9.594,432.566,0.999,0.005
11131,momentarily,speechless,100,0.07,1260.314,3.191,0.035,0.048,10.523,9.573,99.93,0.999,0.002
2644,woefully,unprepared,1228,1.553,14217.295,3.0,0.133,0.088,9.833,9.568,1226.447,0.999,0.012
26117,certifiably,insane,352,0.339,4323.536,3.198,0.013,0.332,10.04,9.563,351.661,0.999,0.004
721,mutually,exclusive,12339,21.922,139570.36,3.046,0.301,0.277,9.652,9.561,12317.078,0.998,0.083
5840,classically,trained,157,0.132,1924.784,3.12,0.068,0.033,10.313,9.56,156.868,0.999,0.002
1953,massively,parallel,1223,1.609,14080.788,2.99,0.164,0.068,9.83,9.56,1221.391,0.999,0.011
525,economically,disadvantaged,3075,5.459,34206.957,2.961,0.344,0.06,9.746,9.557,3069.541,0.998,0.021
1393,severely,underweight,285,0.317,3374.212,3.06,0.204,0.015,10.141,9.557,284.683,0.999,0.003
4816,lightly,brown,764,0.884,8946.737,3.018,0.082,0.096,9.879,9.551,763.116,0.999,0.008
6415,unduly,burdensome,493,0.53,5831.298,3.037,0.062,0.089,9.954,9.546,492.47,0.999,0.005
3200,geographically,contiguous,100,0.077,1247.836,3.175,0.115,0.014,10.523,9.541,99.923,0.999,0.002
5853,constitutionally,permissible,458,0.493,5411.778,3.033,0.068,0.075,9.96,9.535,457.507,0.999,0.005
2400,terminally,ill,15975,23.921,202211.98,3.906,0.142,0.902,9.604,9.531,15951.079,0.999,0.128
71,largely,ceremonial,3067,9.619,31864.34,2.947,0.632,0.019,9.763,9.513,3057.381,0.997,0.012
256,previously,unbeaten,1251,2.47,13769.82,2.968,0.445,0.017,9.835,9.513,1248.53,0.998,0.008
7376,quintessentially,english,514,0.567,6057.304,3.029,0.055,0.102,9.906,9.508,513.433,0.999,0.006
8099,unimaginably,imperceptible,137,0.114,1682.104,3.122,0.049,0.04,10.306,9.502,136.886,0.999,0.002
682,heavily,laden,834,1.313,9405.047,2.972,0.309,0.021,9.843,9.486,832.687,0.998,0.006
18206,blindly,obedient,71,0.046,907.336,3.231,0.021,0.064,10.628,9.482,70.954,0.999,0.001
517,predominantly,buddhist,981,1.681,10944.151,2.96,0.346,0.02,9.802,9.465,979.319,0.998,0.007
15343,categorically,untrue,277,0.28,3313.446,3.069,0.025,0.132,9.989,9.444,276.72,0.999,0.003
23520,accidentally,vegan,109,0.085,1355.648,3.166,0.015,0.111,10.341,9.442,108.915,0.999,0.002
1688,non,judgemental,223,0.249,2631.665,3.045,0.182,0.013,10.094,9.436,222.751,0.999,0.002
6368,staunchly,pro-american,67,0.045,850.515,3.212,0.062,0.019,10.632,9.43,66.955,0.999,0.001
89,seemingly,endless,16264,53.681,167435.88,2.914,0.589,0.1,9.528,9.425,16210.319,0.997,0.059
272,previously,unreported,996,2.018,10891.444,2.946,0.434,0.014,9.768,9.41,993.982,0.998,0.006
5112,objectively,verifiable,159,0.151,1912.871,3.071,0.077,0.026,10.16,9.409,158.849,0.999,0.002
27662,chock,full,1288,1.635,17196.143,6.312,0.012,0.999,9.64,9.397,1286.365,0.999,0.012
1410,closely,related,27154,49.29,333620.22,3.787,0.202,0.886,9.431,9.374,27104.71,0.998,0.179
11927,unintentionally,hilarious,881,1.119,10265.166,3.038,0.033,0.254,9.669,9.371,879.881,0.999,0.008
370,reasonably,priced,932,1.808,10219.485,2.935,0.392,0.015,9.729,9.37,930.192,0.998,0.006
1933,racially,segregated,179,0.195,2117.958,3.047,0.166,0.012,10.103,9.369,178.805,0.999,0.002
9967,digitally,native,307,0.338,3607.797,3.015,0.04,0.084,9.885,9.366,306.662,0.999,0.003
68,well,mannered,1797,6.079,18411.725,2.921,0.64,0.01,9.688,9.359,1790.921,0.997,0.006
13362,unfailingly,polite,615,0.753,7175.532,3.027,0.029,0.208,9.717,9.358,614.247,0.999,0.006
14166,tactically,astute,216,0.22,2571.798,3.048,0.027,0.094,9.98,9.357,215.78,0.999,0.003
147,easily,digestible,3395,9.38,35521.31,2.891,0.521,0.028,9.564,9.355,3385.62,0.997,0.015
9358,sorely,mistaken,801,1.029,9248.753,2.994,0.042,0.176,9.667,9.352,799.971,0.999,0.007
23585,slyly,subversive,72,0.051,907.352,3.195,0.015,0.081,10.483,9.349,71.949,0.999,0.001
8168,third,biggest,65,0.045,820.289,3.193,0.049,0.023,10.565,9.348,64.955,0.999,0.001
6895,reliably,republican,675,0.87,7750.226,2.966,0.058,0.108,9.686,9.34,674.13,0.999,0.006
9836,proudly,canadian,188,0.189,2237.108,3.04,0.04,0.056,10.014,9.339,187.811,0.999,0.002
6553,rapidly,unfolding,227,0.245,2672.273,3.014,0.061,0.041,9.949,9.333,226.755,0.999,0.003
15197,differently,gendered,34,0.016,455.31,3.361,0.025,0.035,11.095,9.331,33.984,1.0,0.001
11362,loosely,structured,82,0.063,1017.678,3.147,0.034,0.037,10.392,9.331,81.937,0.999,0.001
1056,half,hearted,369,0.531,4194.342,2.969,0.243,0.013,9.842,9.319,368.469,0.999,0.003
940,strictly,forbidden,655,1.059,7311.604,2.931,0.26,0.019,9.708,9.315,653.941,0.998,0.005
790,morally,bankrupt,2301,4.387,25078.078,2.889,0.287,0.05,9.523,9.313,2296.613,0.998,0.014
6095,unabashedly,pro-american,70,0.052,874.094,3.167,0.065,0.017,10.486,9.312,69.948,0.999,0.001
5828,scarcely,imaginable,101,0.089,1228.486,3.097,0.068,0.02,10.252,9.295,100.911,0.999,0.001
7550,individually,handmade,198,0.211,2333.164,3.015,0.053,0.042,9.951,9.291,197.789,0.999,0.002
739,morally,repugnant,1104,2.029,12098.42,2.9,0.298,0.024,9.598,9.291,1101.971,0.998,0.007
5150,up,front,90,0.077,1101.189,3.114,0.077,0.017,10.314,9.289,89.923,0.999,0.001
573,better,known,388,0.639,4346.904,2.962,0.331,0.009,9.826,9.289,387.361,0.998,0.003
8676,twice,daily,518,0.66,5951.458,2.964,0.046,0.106,9.684,9.289,517.34,0.999,0.005
2620,woefully,underfunded,292,0.367,3363.71,2.972,0.133,0.021,9.841,9.285,291.633,0.999,0.003
9426,quintessentially,american,1361,1.946,15577.146,3.001,0.042,0.271,9.512,9.273,1359.054,0.999,0.011
10657,independently,minded,285,0.33,3318.816,2.99,0.037,0.08,9.809,9.27,284.67,0.999,0.003
4835,fast,emerging,204,0.229,2386.657,3.0,0.082,0.027,9.923,9.266,203.771,0.999,0.002
25624,jointly,liable,274,0.309,3238.699,3.059,0.014,0.215,9.81,9.265,273.691,0.999,0.003
620,sexually,suggestive,2384,4.948,25662.729,2.87,0.321,0.043,9.472,9.26,2379.052,0.998,0.014
8593,vividly,hued,56,0.038,708.171,3.199,0.047,0.021,10.583,9.259,55.962,0.999,0.001
309,mentally,handicapped,1852,4.341,19678.771,2.872,0.414,0.023,9.509,9.251,1847.659,0.998,0.009
13501,freshly,homemade,47,0.029,603.06,3.238,0.029,0.032,10.695,9.238,46.971,0.999,0.001
4935,comically,oversized,70,0.056,865.315,3.142,0.08,0.013,10.41,9.23,69.944,0.999,0.001
1527,traditionally,arab,595,0.943,6621.484,2.904,0.194,0.023,9.612,9.216,594.057,0.998,0.004
2888,formerly,homeless,1341,2.191,14814.146,2.88,0.124,0.079,9.449,9.197,1338.809,0.998,0.01
1713,vaguely,humanoid,172,0.212,1994.606,2.999,0.18,0.009,9.947,9.193,171.788,0.999,0.002
7070,continuously,evolving,178,0.199,2080.489,2.993,0.057,0.034,9.89,9.191,177.801,0.999,0.002
2778,grossly,disproportionate,585,0.882,6532.534,2.897,0.128,0.036,9.57,9.184,584.118,0.998,0.005
9317,demonstrably,false,1494,2.293,16892.945,2.972,0.043,0.273,9.411,9.182,1491.707,0.998,0.012
13684,repeatedly,tortured,36,0.02,470.724,3.291,0.028,0.028,10.874,9.168,35.98,0.999,0.001
23194,educationally,disadvantaged,137,0.141,1627.465,3.042,0.015,0.104,9.944,9.151,136.859,0.999,0.002
3746,worst,imaginable,150,0.171,1751.891,2.998,0.101,0.016,9.933,9.151,149.829,0.999,0.002
2361,pleasantly,surprised,14874,29.091,170614.55,3.215,0.143,0.636,9.221,9.146,14844.909,0.998,0.091
13020,willfully,blind,682,0.982,7723.045,2.947,0.03,0.191,9.484,9.144,681.018,0.999,0.006
2447,grossly,underpaid,273,0.377,3095.209,2.934,0.14,0.017,9.718,9.14,272.623,0.999,0.002
3449,fiscally,irresponsible,1445,2.445,15860.953,2.865,0.108,0.094,9.372,9.132,1442.555,0.998,0.01
15211,lawfully,resident,28,0.013,375.613,3.366,0.025,0.029,11.116,9.131,27.987,1.0,0.001
30119,knowingly,false,379,0.499,4411.684,3.053,0.011,0.319,9.586,9.128,378.501,0.999,0.003
19819,evolutionarily,adaptive,60,0.046,746.027,3.153,0.019,0.051,10.387,9.127,59.954,0.999,0.001
781,better,acquainted,568,1.072,6182.157,2.878,0.289,0.012,9.543,9.113,566.928,0.998,0.004
727,predominantly,protestant,727,1.44,7853.055,2.865,0.3,0.015,9.494,9.113,725.56,0.998,0.004
5604,badly,miscast,77,0.069,932.847,3.087,0.071,0.014,10.224,9.109,76.931,0.999,0.001
13186,freshly,chopped,38,0.023,489.379,3.248,0.029,0.026,10.735,9.082,37.977,0.999,0.001
2978,allegedly,fraudulent,478,0.747,5297.738,2.876,0.121,0.03,9.508,9.081,477.253,0.998,0.004
23980,institutionally,anti-semitic,56,0.043,696.818,3.156,0.015,0.06,10.384,9.074,55.957,0.999,0.001
859,technically,recoverable,544,1.036,5900.462,2.865,0.275,0.012,9.5,9.064,542.964,0.998,0.003
2859,chronically,underfunded,274,0.394,3080.697,2.91,0.125,0.018,9.637,9.063,273.606,0.999,0.002
2240,instantly,recognizable,5772,11.711,62385.477,2.875,0.15,0.227,9.179,9.058,5760.289,0.998,0.034
5153,ethnically,homogeneous,308,0.436,3460.984,2.9,0.077,0.034,9.58,9.053,307.564,0.999,0.003
5536,darkly,humorous,1053,1.763,11552.32,2.857,0.071,0.105,9.33,9.053,1051.237,0.998,0.008
11780,approximately,equal,1552,2.595,17389.86,2.969,0.033,0.336,9.273,9.05,1549.405,0.998,0.011
3174,roughly,equal,5402,10.583,58947.305,2.908,0.115,0.286,9.172,9.049,5391.417,0.998,0.033
28359,democratically,minded,91,0.088,1091.812,3.066,0.012,0.096,10.033,9.04,90.912,0.999,0.001
9286,federally,supervised,41,0.027,520.497,3.209,0.043,0.017,10.619,9.032,40.973,0.999,0.001
16032,grammatically,correct,1811,3.103,20702.877,3.108,0.024,0.533,9.224,9.019,1807.897,0.998,0.013
8749,badly,swollen,287,0.4,3230.14,2.901,0.046,0.054,9.554,9.015,286.6,0.999,0.002
788,emotionally,wrenching,574,1.161,6165.328,2.846,0.287,0.012,9.438,9.011,572.839,0.998,0.003
37848,self,conscious,369,0.523,4285.851,3.084,0.008,0.413,9.474,9.01,368.477,0.999,0.003
12233,precisely,zero,365,0.527,4092.414,2.898,0.032,0.095,9.481,9.009,364.473,0.999,0.003
535,mentally,ill,38566,109.591,412476.5,3.008,0.342,0.475,9.062,9.009,38456.41,0.997,0.162
6319,permanently,ineligible,233,0.317,2632.362,2.909,0.063,0.033,9.614,9.007,232.683,0.999,0.002
11343,routinely,tortured,44,0.031,553.3,3.182,0.034,0.022,10.522,9.005,43.969,0.999,0.001
2472,allegedly,tortured,177,0.242,2009.528,2.936,0.139,0.011,9.733,9.005,176.758,0.999,0.002
8001,factually,inaccurate,793,1.306,8715.989,2.859,0.05,0.115,9.32,9.003,791.694,0.998,0.006
27326,infectiously,catchy,143,0.165,1667.966,2.999,0.012,0.12,9.774,9.001,142.835,0.999,0.001
83,fully,operational,10760,48.622,103716.73,2.769,0.603,0.047,9.13,9.001,10711.378,0.995,0.028
6901,badly,damaged,108,0.119,1264.699,2.996,0.058,0.02,9.917,8.998,107.881,0.999,0.001
5621,criminally,insane,1884,3.443,20481.082,2.853,0.071,0.175,9.201,8.996,1880.557,0.998,0.012
12088,deathly,allergic,177,0.222,2026.015,2.939,0.032,0.052,9.683,8.989,176.778,0.999,0.002
19148,federally,endangered,394,0.579,4430.231,2.921,0.019,0.166,9.439,8.988,393.421,0.999,0.003
466,seriously,delinquent,539,1.207,5729.472,2.848,0.361,0.008,9.45,8.987,537.793,0.998,0.003
5039,properly,hydrated,128,0.154,1478.253,2.965,0.079,0.016,9.82,8.975,127.846,0.999,0.001
13474,staunchly,secular,347,0.508,3882.336,2.893,0.029,0.099,9.459,8.975,346.492,0.999,0.003
4927,religiously,pluralistic,90,0.096,1060.489,3.016,0.08,0.013,9.993,8.967,89.904,0.999,0.001
35302,immaculately,clean,699,1.124,8165.932,3.212,0.008,0.615,9.293,8.961,697.876,0.998,0.005
196,politically,expedient,2092,6.818,21052.818,2.782,0.484,0.016,9.218,8.961,2085.182,0.997,0.008
5776,sadly,mistaken,1296,2.359,14023.57,2.828,0.069,0.124,9.204,8.956,1293.641,0.998,0.009
20950,softly,lit,51,0.04,630.203,3.135,0.017,0.045,10.335,8.951,50.96,0.999,0.001
575,sexually,deviant,334,0.675,3604.543,2.872,0.33,0.006,9.529,8.949,333.325,0.998,0.002
15067,grammatically,incorrect,532,0.849,5891.438,2.882,0.025,0.157,9.328,8.942,531.151,0.998,0.004
24301,bitingly,sarcastic,55,0.045,675.021,3.118,0.014,0.055,10.265,8.941,54.955,0.999,0.001
20716,dead,last,640,1.041,7141.75,2.932,0.018,0.267,9.29,8.941,638.959,0.998,0.005
1306,normally,bustling,271,0.461,2979.016,2.877,0.213,0.009,9.543,8.94,270.539,0.998,0.002
643,inherently,governmental,295,0.576,3199.218,2.878,0.317,0.006,9.552,8.939,294.424,0.998,0.002
23974,rationally,defensible,54,0.045,662.58,3.117,0.015,0.053,10.264,8.927,53.955,0.999,0.001
4841,internationally,acclaimed,322,0.505,3552.681,2.856,0.082,0.03,9.44,8.924,321.495,0.998,0.002
7769,twice,annual,104,0.118,1210.093,2.979,0.052,0.021,9.858,8.922,103.882,0.999,0.001
8305,rapidly,renewable,192,0.262,2166.109,2.903,0.048,0.035,9.589,8.92,191.738,0.999,0.002
8616,predictably,irrational,400,0.637,4400.468,2.848,0.047,0.065,9.363,8.91,399.363,0.998,0.003
10359,tightly,controlled,65,0.061,781.1,3.06,0.038,0.022,10.122,8.91,64.939,0.999,0.001
1019,heavily,unionized,410,0.805,4407.883,2.835,0.247,0.01,9.403,8.907,409.195,0.998,0.002
3408,officially,bilingual,213,0.318,2374.355,2.884,0.109,0.016,9.555,8.905,212.682,0.999,0.002
997,possibly,apocryphal,230,0.403,2524.831,2.885,0.25,0.006,9.572,8.901,229.597,0.998,0.002
17855,democratically,run,28,0.015,366.601,3.296,0.021,0.03,10.88,8.897,27.985,0.999,0.001
12175,carefully,handmade,119,0.142,1372.568,2.956,0.032,0.037,9.758,8.895,118.858,0.999,0.001
2600,grossly,overpaid,160,0.229,1799.656,2.912,0.134,0.01,9.654,8.887,159.771,0.999,0.001
1481,closely,knit,383,0.714,4135.677,2.831,0.197,0.012,9.384,8.885,382.286,0.998,0.002
8118,solidly,middle,175,0.239,1973.018,2.901,0.049,0.031,9.588,8.884,174.761,0.999,0.002
27528,distantly,related,1647,3.049,19742.688,3.623,0.012,0.868,9.095,8.881,1643.951,0.998,0.011
15799,softly,hued,29,0.016,376.95,3.275,0.024,0.025,10.817,8.875,28.984,0.999,0.001
6009,patently,false,2320,4.712,24805.793,2.823,0.066,0.207,9.042,8.858,2315.288,0.998,0.014
21640,mobile,friendly,2181,4.21,25616.93,3.448,0.017,0.811,9.041,8.856,2176.79,0.998,0.014
4195,eminently,quotable,181,0.264,2021.935,2.885,0.092,0.016,9.558,8.854,180.736,0.999,0.001
108,seemingly,bottomless,640,2.224,6427.54,2.817,0.559,0.004,9.354,8.852,637.776,0.997,0.002
764,naturally,gluten-free,267,0.527,2881.603,2.858,0.293,0.006,9.486,8.85,266.473,0.998,0.002
20009,poorly,armed,327,0.512,3624.656,2.878,0.018,0.136,9.347,8.85,326.488,0.998,0.003
832,predominantly,african-american,409,0.868,4348.782,2.82,0.28,0.008,9.354,8.848,408.132,0.998,0.002
8217,independently,deployable,52,0.046,631.629,3.09,0.049,0.015,10.229,8.846,51.954,0.999,0.001
5645,ethnically,homogenous,236,0.364,2607.402,2.855,0.07,0.026,9.445,8.84,235.636,0.998,0.002
627,environmentally,friendly,41955,130.327,441951.97,2.98,0.321,0.504,8.888,8.838,41824.67,0.997,0.162
4657,overtly,sexual,1084,2.141,11517.563,2.778,0.084,0.078,9.111,8.836,1081.859,0.998,0.007
1143,openly,bisexual,407,0.827,4339.982,2.811,0.232,0.01,9.323,8.83,406.173,0.998,0.002
8811,fabulously,wealthy,1459,2.861,15653.272,2.823,0.045,0.197,9.061,8.83,1456.139,0.998,0.009
1199,strictly,platonic,270,0.503,2923.199,2.845,0.226,0.008,9.437,8.828,269.497,0.998,0.002
16765,sickly,yellow,171,0.237,1924.553,2.899,0.023,0.065,9.528,8.823,170.763,0.999,0.001
12676,adequately,hydrated,50,0.043,608.442,3.092,0.031,0.023,10.226,8.819,49.957,0.999,0.001
958,directly,adjacent,1340,3.309,13827.095,2.747,0.256,0.025,9.089,8.818,1336.691,0.998,0.006
10907,willfully,obtuse,99,0.118,1141.793,2.954,0.036,0.028,9.767,8.811,98.882,0.999,0.001
30636,below,normal,938,1.741,10622.227,3.106,0.011,0.573,9.088,8.803,936.259,0.998,0.006
4405,brutally,honest,6665,15.177,71508.555,2.903,0.088,0.398,8.911,8.802,6649.823,0.998,0.035
6523,chemically,imbalanced,60,0.059,715.08,3.042,0.061,0.012,10.076,8.796,59.941,0.999,0.001
2711,freely,convertible,187,0.297,2064.544,2.865,0.13,0.011,9.5,8.796,186.703,0.998,0.001
1600,ultimately,unsuccessful,1688,4.005,17451.812,2.735,0.188,0.045,9.02,8.788,1683.995,0.998,0.009
6112,starkly,contrasting,86,0.101,995.656,2.968,0.065,0.013,9.832,8.786,85.899,0.999,0.001
6304,criminally,liable,1278,2.613,13517.032,2.773,0.063,0.119,9.028,8.778,1275.387,0.998,0.007
22353,defensively,minded,124,0.161,1412.276,2.928,0.016,0.071,9.615,8.778,123.839,0.999,0.001
16620,narrowly,wide,1350,2.674,14694.579,2.906,0.023,0.357,9.013,8.775,1347.326,0.998,0.008
6656,right,next,1370,2.824,14484.59,2.775,0.06,0.132,9.012,8.771,1367.176,0.998,0.008
19832,romantically,involved,1561,3.129,17270.521,3.009,0.019,0.502,8.99,8.769,1557.871,0.998,0.009
21811,stereotypically,masculine,158,0.222,1775.883,2.898,0.017,0.082,9.5,8.766,157.778,0.999,0.001
5142,blatantly,unconstitutional,523,0.994,5573.823,2.775,0.077,0.043,9.155,8.756,522.006,0.998,0.003
3176,severely,disabled,499,0.98,5297.484,2.772,0.115,0.026,9.169,8.752,498.02,0.998,0.003
16843,third,worst,196,0.296,2173.094,2.863,0.022,0.069,9.404,8.749,195.704,0.998,0.002
8790,scarcely,perceptible,114,0.15,1292.066,2.912,0.045,0.023,9.634,8.746,113.85,0.999,0.001
1384,mainly,kurdish,456,0.972,4805.302,2.776,0.204,0.013,9.204,8.746,455.028,0.998,0.003
7571,permanently,disabled,230,0.371,2518.196,2.831,0.053,0.032,9.355,8.746,229.629,0.998,0.002
3562,exclusively,heterosexual,199,0.327,2178.783,2.84,0.105,0.014,9.41,8.737,198.673,0.998,0.001
27888,unconstitutionally,cruel,270,0.438,2980.097,2.874,0.012,0.165,9.285,8.736,269.562,0.998,0.002
9031,blissfully,ignorant,1009,2.043,10690.412,2.777,0.044,0.135,9.013,8.734,1006.957,0.998,0.006
12947,boldly,hued,36,0.027,448.703,3.157,0.03,0.019,10.44,8.733,35.973,0.999,0.001
2723,sharply,angled,139,0.212,1545.53,2.882,0.13,0.008,9.558,8.732,138.788,0.998,0.001
295,politically,incorrect,8796,33.013,85677.04,2.693,0.42,0.067,8.845,8.727,8762.987,0.996,0.028
8060,narrowly,targeted,48,0.044,579.215,3.072,0.05,0.013,10.174,8.724,47.956,0.999,0.001
15,highly,regarded,3562,39.324,29564.781,2.729,0.823,0.005,9.06,8.724,3522.676,0.989,0.004
1105,morally,indefensible,552,1.28,5744.62,2.757,0.236,0.012,9.141,8.719,550.72,0.998,0.003
4586,endlessly,quotable,168,0.264,1850.907,2.85,0.085,0.015,9.442,8.711,167.736,0.998,0.001
899,perhaps,unsurprising,831,2.13,8515.389,2.733,0.268,0.014,9.057,8.708,828.87,0.997,0.004
5021,notably,absent,2605,6.012,27116.357,2.754,0.079,0.17,8.878,8.703,2598.988,0.998,0.013
7956,slowly,shrinking,55,0.055,653.354,3.031,0.05,0.013,10.039,8.698,54.945,0.999,0.001
36604,tangentially,related,1072,2.168,12437.514,3.388,0.008,0.795,8.961,8.695,1069.832,0.998,0.006
23884,prematurely,bald,44,0.038,535.537,3.094,0.015,0.041,10.202,8.694,43.962,0.999,0.001
6890,second,overall,236,0.399,2561.908,2.811,0.058,0.029,9.294,8.692,235.601,0.998,0.002
18662,anatomically,correct,1521,3.217,16507.824,2.929,0.02,0.432,8.914,8.691,1517.783,0.998,0.009
11893,staunchly,pro-life,96,0.123,1093.023,2.922,0.033,0.027,9.658,8.687,95.877,0.999,0.001
18856,blandly,inoffensive,24,0.013,313.755,3.292,0.02,0.027,10.867,8.685,23.987,0.999,0.001
9749,ethically,questionable,722,1.459,7625.909,2.761,0.041,0.105,9.01,8.678,720.541,0.998,0.004
4999,properly,moisturized,72,0.085,832.771,2.968,0.079,0.009,9.838,8.676,71.915,0.999,0.001
24531,evenly,brown,133,0.19,1489.547,2.888,0.014,0.078,9.472,8.667,132.81,0.999,0.001
12862,hitherto,unseen,221,0.367,2405.838,2.817,0.03,0.053,9.277,8.661,220.633,0.998,0.002
12142,loosely,chronological,39,0.032,477.765,3.11,0.032,0.018,10.289,8.661,38.968,0.999,0.001
5468,scientifically,literate,498,1.001,5248.252,2.748,0.072,0.041,9.067,8.658,496.999,0.998,0.003
13347,manifestly,unjust,152,0.23,1681.22,2.852,0.029,0.041,9.41,8.657,151.77,0.998,0.001
14968,transparently,phony,46,0.042,553.86,3.064,0.026,0.023,10.129,8.654,45.958,0.999,0.001
284,easily,replaceable,953,3.21,9440.178,2.718,0.427,0.008,9.019,8.654,949.79,0.997,0.003
2285,commercially,viable,6380,17.198,65058.562,2.731,0.148,0.191,8.766,8.651,6362.802,0.997,0.028
1486,possibly,carcinogenic,421,0.938,4394.684,2.752,0.196,0.011,9.125,8.65,420.062,0.998,0.002
18658,substantively,unconscionable,24,0.013,312.56,3.281,0.02,0.026,10.832,8.65,23.987,0.999,0.001
28295,unseasonably,warm,870,1.8,9465.743,2.931,0.012,0.426,8.934,8.637,868.2,0.998,0.005
282,easily,navigable,783,2.623,7766.605,2.722,0.429,0.007,9.033,8.63,780.377,0.997,0.003
