adj_lemma,SUM,very,more,most,so,too,as,not,how,much,really,less,pretty,even,still,also,extremely,quite,relatively,highly,particularly,increasingly,just,far,partly,always,especially,immediately,completely,almost,now,only,slightly,fairly,mostly,that,already,no,politically,all,absolutely,totally,often,potentially,truly,largely,incredibly,rather,equally,entirely,deeply,somewhat,fully,well,real,little,nearly,unusually,generally,predominantly,perfectly,sometimes,mentally,long,super,yet,surprisingly,significantly,virtually,probably,overly,seemingly,of,usually,once,least,than,clearly,ever,actually,any,certainly,sharply,longer,otherwise,environmentally,currently,remarkably,mainly,hugely,financially,simply,terribly,sexually,definitely,economically,heavily,physically,seriously,apparently,exceptionally,legally,considerably,readily,reasonably,widely,about,easily,socially,hardly,extraordinarily,wildly,historically,bit,previously,however,both,critically,never,barely,traditionally,obviously,openly,substantially,unexpectedly,overwhelmingly,when,utterly,notoriously,technically,genuinely,wide,purely,fundamentally,sufficiently,vastly,necessarily,exactly,perhaps,dangerously,immensely,newly,mutually,terminally,consistently,similarly,enormously,emotionally,better,then,essentially,finally,normally,moderately,directly,painfully,comparatively,commercially,damn,typically,awfully,inherently,morally,personally,intensely,fiercely,downright,profoundly,way,exceedingly,indeed,double,possibly,desperately,plain,therefore,amazingly,wholly,primarily,thoroughly,ultimately,naturally,best,tremendously,racially,publicly,cautiously,wonderfully,decidedly,uniquely,basically,likely,marginally,visually,formerly,half,reportedly,dramatically,statistically,initially,visibly,strictly,roughly,practically,ridiculously,severely,culturally,extra,allegedly,brand,up,strikingly,ethnically,merely,radically,mildly,supposedly,technologically,broadly,again,back,unbelievably,eerily,suddenly,fiscally,where,internationally,psychologically,chronically,acutely,distinctly,medically,closely,dead,enough,partially,strongly,somehow,altogether,strategically,pleasantly,second,artificially,excessively,rarely,kinda,keenly,modestly,occasionally,instantly,brutally,further,strangely,vitally,remotely,noticeably,narrowly,officially,bitterly,notably,near,infinitely,deceptively,abundantly,oddly,famously,markedly,gravely,doubly,minimally,impossibly,thus,vaguely,woefully,solely,abnormally,frequently,lot,maybe,stunningly,over,unseasonably,horribly,insanely,crystal,grossly,constantly,supremely,whenever,but,darn,prohibitively,deliberately,disproportionately,intellectually,down,freely,criminally,plenty,bone,conspicuously,forever,patently,undeniably,understandably,exclusively,astonishingly,universally,there,locally,shockingly,right,greatly,nationally,scantily,progressively,kind,mighty,firmly,out,beautifully,aesthetically,hiv,genetically,though,quietly,sparsely,home,globally,stubbornly,clinically,overtly,unnecessarily
memorable,6057,176,822,3567,167,12,243,37,7,3,42,53,22,6,5,35,12,31,0,13,143,0,3,0,0,16,73,5,3,1,0,6,0,1,5,19,4,5,0,3,3,1,5,3,217,0,18,3,32,5,4,3,1,1,2,2,2,1,0,0,0,0,0,1,3,6,3,0,0,0,0,0,1,0,0,15,6,0,2,3,0,6,2,0,5,0,0,1,0,6,0,2,3,0,4,0,0,0,0,0,2,0,0,0,0,0,0,7,0,12,2,0,0,0,0,1,10,0,0,3,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,4,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,1,0,1,1,0,3,0,1,0,0,2,3,1,0,2,0,0,0,1,0,0,0,7,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,2,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,0,0,1,0,0,0,2,0,0,0,1,16,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
liberal,5998,302,2435,937,34,675,103,25,12,1,4,55,43,10,0,2,34,31,184,4,11,38,3,0,0,3,4,0,1,2,1,2,3,41,34,3,3,8,72,3,0,2,9,0,8,35,1,15,2,2,4,19,2,0,1,0,2,7,73,13,1,3,0,0,1,0,8,0,1,0,15,1,7,7,9,2,2,2,0,1,0,1,1,0,6,1,0,2,3,1,0,2,1,7,0,31,4,0,0,0,1,0,0,0,3,0,1,0,181,1,1,4,14,2,0,1,0,0,1,0,87,0,6,0,1,13,0,0,6,0,3,0,1,0,2,0,3,0,0,6,0,0,0,0,13,1,0,0,0,1,1,0,2,20,0,0,19,0,2,1,0,0,0,0,0,3,3,1,0,2,1,0,0,0,0,0,0,2,1,4,0,1,1,0,1,0,1,1,18,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,4,0,0,0,0,0,8,1,12,0,6,0,0,1,0,0,3,0,0,0,0,0,6,0,0,0,1,0,15,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,32,1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0
realistic,5976,596,2933,439,174,55,187,247,117,2,26,55,67,11,22,88,32,66,14,53,11,19,15,0,0,21,3,1,25,5,3,33,1,43,4,6,0,4,16,4,13,18,4,0,13,2,39,9,1,21,3,10,7,1,0,2,0,6,4,0,7,3,0,4,11,5,16,0,1,7,0,2,3,1,1,3,5,0,3,4,0,5,0,51,7,0,1,14,0,2,3,2,2,0,2,5,0,1,0,0,3,0,0,0,7,0,0,0,0,6,3,0,1,1,0,1,6,0,6,0,1,0,0,0,0,1,0,4,0,1,0,0,3,0,0,0,3,4,2,0,0,1,1,0,0,1,0,2,0,1,5,0,0,0,0,9,2,3,0,0,3,0,0,0,5,1,0,2,0,0,1,0,0,0,2,1,11,4,0,4,1,1,0,1,0,0,2,2,0,2,2,0,1,3,0,0,0,2,0,0,0,3,1,1,0,0,0,1,0,0,0,9,0,3,1,0,3,0,0,1,0,5,12,0,4,0,0,1,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,20,0,2,0,6,0,0,0,2,0,2,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,12,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,1,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0
compelling,5969,449,1250,1568,520,51,325,36,43,2,91,177,98,15,15,20,44,45,2,19,112,14,4,2,0,33,49,4,7,3,3,6,1,26,4,15,8,0,6,2,23,9,16,4,41,0,34,24,102,2,14,7,1,0,3,0,0,4,5,0,0,6,0,1,2,6,14,0,0,0,6,5,0,0,1,15,25,1,1,1,0,7,0,2,3,0,0,3,0,3,2,0,18,0,2,3,0,1,0,0,4,4,0,0,8,0,0,0,0,8,11,2,0,2,1,7,2,0,0,0,0,0,0,0,3,3,0,43,0,0,11,0,0,0,38,0,1,5,2,0,3,0,0,0,13,3,3,33,0,1,0,0,0,0,0,0,0,1,0,2,1,2,12,2,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,9,2,0,0,2,0,0,0,9,0,15,0,0,0,55,0,0,0,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,2,0,0,1,0,5,0,0,0,1,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,5,5,0,2,35,0,2,0,0,0,0,0,0,0,1,0,26,0,0,0,2,0,1,2,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,6,0,0,0,1,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0
risky,5936,523,573,105,88,1445,188,14,111,27,29,868,47,39,23,53,150,42,22,139,68,81,2,12,0,78,59,0,3,1,0,11,11,18,0,9,7,3,287,4,0,0,22,146,2,0,18,13,16,0,1,48,0,2,1,3,1,19,2,0,0,21,0,1,2,1,0,1,0,1,19,5,6,4,0,19,0,5,0,4,0,5,0,1,3,11,0,0,0,6,36,2,5,1,4,8,0,0,1,0,2,9,1,0,0,0,0,0,0,0,7,1,0,20,0,6,4,0,1,0,3,10,0,0,0,0,0,0,10,2,3,0,1,1,3,0,2,1,2,4,1,0,0,0,0,2,9,5,0,0,0,0,2,2,0,0,1,11,0,3,6,95,0,4,0,0,1,0,1,5,4,0,8,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,2,0,0,0,0,0,1,4,0,0,1,0,0,1,0,1,0,0,0,20,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,3,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
disappointing,5935,1580,236,624,187,17,87,6,39,1,230,8,134,5,45,75,264,76,39,37,139,13,64,1,0,98,97,0,1,5,0,10,119,11,45,10,21,0,0,2,3,11,25,7,19,33,43,85,30,2,138,172,0,0,24,1,0,1,45,0,0,17,0,0,6,1,9,1,0,1,1,0,53,4,0,5,7,28,0,1,0,28,0,0,59,0,0,0,0,65,6,4,49,0,22,0,0,0,4,2,2,0,0,0,2,0,0,0,0,0,3,3,0,106,3,7,6,1,0,0,0,55,0,0,3,6,0,13,0,1,1,0,0,0,0,2,2,0,6,0,3,0,1,0,7,19,6,0,0,0,0,0,0,1,0,4,1,6,0,2,5,1,1,4,0,0,3,34,0,2,1,0,2,5,0,5,0,3,0,5,23,3,0,9,0,0,0,0,5,0,1,0,4,1,0,0,0,3,0,5,0,0,0,0,2,6,0,1,0,0,1,0,0,4,0,37,0,0,0,4,0,1,0,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,1,2,1,4,1,0,5,0,1,0,0,1,0,0,58,0,0,0,1,0,1,0,0,2,18,0,0,1,4,3,0,0,1,0,1,1,0,0,3,0,0,1,0,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,1,0,0,2,0,0,3,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stronger,5921,0,9,0,0,0,0,0,0,2177,3,0,0,1631,46,61,0,1,25,0,3,14,22,341,0,19,1,0,0,1,51,23,299,0,12,0,5,37,13,3,0,0,11,12,1,0,0,4,0,0,1,108,0,0,0,10,0,0,41,0,0,3,43,0,0,10,1,94,0,31,1,5,0,10,1,0,0,11,53,24,28,10,25,0,1,0,2,0,0,0,62,6,0,0,23,12,0,74,0,4,0,0,55,0,0,0,0,0,0,1,0,0,2,6,1,0,0,0,0,1,20,3,0,28,1,2,0,0,0,6,0,0,0,8,1,7,1,0,12,0,0,0,0,0,6,0,0,1,0,3,0,0,1,6,0,0,1,0,0,2,0,3,0,0,0,0,0,0,2,0,1,0,3,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,5,0,0,6,22,1,0,0,2,7,0,0,3,0,0,0,0,1,0,0,1,0,3,0,0,0,1,0,2,1,5,0,65,0,0,1,1,0,0,2,0,0,2,0,0,0,0,0,0,6,1,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,10,1,0,0,2,0,6,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,20,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0
modern,5859,519,2347,1466,76,56,116,16,31,10,13,14,8,15,9,12,26,32,73,14,17,10,0,0,0,1,5,0,28,9,5,6,3,28,10,1,1,0,0,3,9,6,4,0,57,2,12,13,5,10,0,2,28,1,2,2,5,3,1,1,6,0,0,0,16,2,29,0,0,0,1,3,2,0,5,3,1,3,4,2,0,1,1,0,4,0,0,12,3,0,0,2,0,0,3,0,1,0,1,0,4,0,0,0,7,0,0,0,0,0,2,1,1,0,0,3,2,0,0,2,2,1,0,0,1,1,0,7,0,1,3,0,6,0,4,0,0,2,0,0,0,1,0,0,1,1,0,0,2,1,4,0,0,0,0,0,6,0,0,5,0,2,0,0,2,5,0,3,0,0,0,0,0,0,0,1,5,8,1,300,1,0,7,0,0,0,0,2,47,16,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,34,0,0,2,0,1,4,0,0,0,2,2,1,0,0,0,3,0,1,36,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,1,0,0,1,6,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,0,0,3,0,0,0,4,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
fair,5856,674,470,59,50,22,227,1037,61,22,147,40,335,28,10,93,47,79,28,1,15,0,43,3,2,92,3,0,81,2,4,881,1,1,75,13,1,12,2,9,46,48,1,1,32,17,7,8,12,109,0,4,4,2,7,0,1,1,242,0,39,2,0,6,1,5,3,1,0,75,2,1,0,3,1,1,25,5,8,5,3,27,0,8,12,0,0,5,6,0,4,2,2,0,5,0,0,0,0,1,3,1,0,0,41,0,9,0,11,37,7,0,0,1,0,3,9,0,7,5,0,1,0,2,0,1,0,3,0,1,2,0,0,25,4,0,22,21,7,0,0,0,2,0,7,0,1,0,0,6,8,0,1,2,0,0,2,7,1,1,0,7,6,0,0,0,0,0,0,7,6,0,4,0,0,8,1,3,1,0,6,2,0,0,3,0,1,0,0,0,7,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,3,1,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,3,2,0,0,0,0,1,2,0,0,6,0,0,0,0,2,0,2,2,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
prestigious,5840,134,461,4840,14,4,62,2,3,0,6,145,11,3,2,1,9,3,0,39,7,1,0,0,0,4,2,0,0,0,1,2,0,1,0,0,3,0,0,0,0,0,1,0,16,0,2,0,9,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
experienced,5816,642,2273,1729,38,45,48,0,11,2,12,465,28,3,1,2,30,14,4,213,2,2,1,0,0,0,0,0,1,0,2,8,0,7,0,6,2,2,7,1,0,0,2,0,5,0,2,1,4,0,6,2,1,7,4,0,0,5,0,0,0,0,0,0,0,7,1,0,0,0,1,0,1,0,0,2,1,0,0,0,0,2,0,0,2,0,0,2,0,16,0,0,0,12,0,0,0,0,0,5,3,0,0,0,3,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,52,2,0,0,0,0,0,0,0,0,2,0,1,4,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
crucial,5779,483,686,1651,414,20,418,37,120,8,114,69,37,7,44,343,57,30,1,3,122,40,7,1,0,22,97,0,1,1,44,19,0,1,2,15,3,0,54,13,291,2,38,90,8,0,8,19,39,0,0,0,0,0,3,0,0,0,2,0,0,5,0,1,1,7,2,0,1,5,0,2,1,3,4,3,0,2,2,15,0,4,0,3,2,0,0,0,0,0,6,1,2,0,4,6,0,0,0,2,2,0,0,0,0,0,2,0,1,1,2,0,1,0,0,1,6,0,0,0,1,17,0,0,0,1,0,3,0,0,2,0,0,5,0,1,3,1,6,0,1,0,0,0,0,3,0,1,0,2,5,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,6,0,9,0,0,36,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,2,10,0,0,0,2,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fortunate,5773,1756,278,73,642,4,303,37,208,1,122,1366,89,2,12,80,167,49,4,4,25,0,111,0,0,4,14,1,1,1,6,1,2,2,1,20,3,0,0,6,2,0,0,0,21,0,70,18,6,0,2,18,0,1,33,0,0,2,0,0,0,0,0,1,7,0,0,1,0,17,1,0,3,1,0,14,5,0,4,8,0,2,0,0,0,0,1,3,0,6,3,3,3,0,2,1,0,0,0,0,13,0,0,0,2,0,0,0,0,0,9,0,0,9,1,3,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
thin,5748,1385,19,8,622,1078,328,34,92,99,72,2,188,32,50,32,242,64,136,1,18,27,11,2,0,8,15,0,0,0,9,12,23,67,5,17,134,0,0,5,0,0,14,1,1,0,38,85,6,0,0,30,0,0,20,4,0,24,10,0,3,6,0,31,52,4,18,6,0,1,7,3,14,8,2,0,0,2,8,2,4,4,0,0,3,0,4,14,1,0,0,0,7,0,4,0,0,3,2,1,16,0,4,0,1,0,2,0,0,0,5,0,1,28,3,6,1,1,1,0,2,1,0,0,2,0,3,0,6,0,0,0,0,0,2,1,1,2,1,49,1,0,0,0,1,1,0,2,0,2,0,0,1,4,0,39,9,0,4,4,21,0,0,0,0,0,0,0,3,11,3,0,1,7,0,1,3,0,1,0,0,31,0,0,0,0,0,1,6,1,2,0,1,1,0,0,0,3,0,1,5,0,0,0,5,2,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,5,1,2,0,1,2,0,1,0,1,0,0,13,1,0,0,5,0,2,1,0,0,2,2,0,0,0,19,1,0,14,0,5,0,0,0,0,0,0,2,1,0,0,8,0,0,0,0,0,1,0,1,0,0,0,1,6,3,0,0,1,1,1,0,1,1,0,8,0,0,0,0,1,0,11,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0
easier,5739,0,11,0,0,0,2,0,0,3075,7,0,0,315,15,88,0,0,25,0,0,5,58,535,0,106,0,0,0,21,38,14,111,0,2,3,3,121,10,0,0,0,45,4,1,0,1,2,0,0,0,116,0,0,1,20,0,0,40,0,0,16,1,0,0,0,1,23,0,75,0,5,7,26,0,0,0,3,14,38,445,26,1,0,0,0,0,2,0,0,1,16,0,0,12,0,0,6,0,2,0,0,45,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,7,0,9,0,0,0,0,0,5,0,0,0,1,0,13,5,0,9,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,0,3,0,0,2,0,1,0,0,0,0,0,0,7,0,1,0,1,0,1,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,4,6,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,20,0,0,0,0,4,0,0,0,0,5,0,0,0,0,2,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
negative,5730,903,720,238,222,228,97,26,21,57,60,100,77,44,61,46,154,55,10,58,30,118,16,0,4,46,12,1,27,2,11,27,101,29,146,12,22,5,0,118,15,28,42,93,4,115,12,42,25,57,21,46,3,3,9,0,0,7,69,15,0,14,0,1,2,0,5,20,1,6,34,14,7,20,1,3,0,30,2,17,1,17,49,2,7,2,5,4,7,16,0,5,8,0,12,0,10,1,21,2,4,0,1,2,4,1,4,0,1,1,6,1,1,3,2,5,2,0,5,1,6,4,1,4,4,127,0,2,3,1,0,0,17,6,7,0,22,0,6,2,1,3,0,0,19,6,6,2,1,3,3,0,1,7,1,1,0,0,0,7,0,6,1,8,14,2,3,35,1,3,3,13,5,1,1,0,0,9,6,4,4,2,0,10,0,2,0,0,38,2,2,0,5,0,1,0,3,5,0,5,3,2,0,0,0,9,1,0,1,0,0,4,0,5,3,21,2,0,16,2,58,2,0,1,0,0,0,2,4,0,9,0,0,0,1,1,52,1,4,0,0,0,0,15,0,0,0,5,1,0,1,1,0,0,8,3,1,0,0,2,1,0,0,0,0,2,5,1,3,0,0,0,0,0,3,0,2,0,3,0,0,0,4,0,0,3,6,0,0,0,1,0,2,10,0,0,0,0,0,0,0,0,0,1,0,2,3,18,0,0,2,0,0,0,0,0,0,0,2,1,0,0,28,0,0,0,0,0,0,1,0,5,13
lucrative,5725,324,1645,1682,99,42,133,11,50,0,7,171,14,2,6,16,102,41,10,213,33,65,1,0,0,3,26,2,0,0,0,3,1,1,0,2,7,1,4,0,0,0,8,674,1,0,26,6,9,0,0,1,0,0,2,0,0,7,1,0,0,2,0,0,1,4,1,0,0,0,3,3,1,6,20,2,2,1,1,0,0,1,0,0,0,0,0,5,0,30,35,0,1,0,0,1,0,0,0,4,3,0,0,0,4,0,0,0,0,2,9,8,1,0,0,3,0,0,0,0,11,1,0,0,3,0,0,0,1,0,1,0,0,0,2,4,1,3,2,0,10,2,0,0,0,3,12,0,0,0,0,0,9,0,0,0,1,5,0,2,2,0,0,2,0,0,0,2,0,1,0,0,7,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
comprehensive,5718,251,1833,2701,44,10,142,66,19,1,21,99,45,1,1,6,21,39,8,4,5,6,1,0,0,1,2,0,6,3,0,6,0,67,0,2,5,1,0,0,5,2,0,0,53,2,11,9,6,1,0,2,52,0,1,0,4,9,1,0,1,0,0,0,1,5,2,0,0,0,0,1,1,0,0,1,4,3,10,1,0,2,0,1,5,0,0,9,0,2,0,0,2,0,1,0,0,0,0,1,2,0,0,0,7,0,1,0,0,6,3,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,8,0,4,1,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
