She was not extremely happy. She was slightly sad., adj, rel
She was small. She was not extremely big., adj, rel
She was not extremely big. She was not extremely small., adj, rel
She was not extremely big. She was not ridiculously small., adj, rel
She was not extremely big. She was not small., adj, rel
She was not ridiculously big. She was slightly small., adj, rel
She was slightly small. She was not ridiculously big., adj, rel
She was not ridiculously big. She was sort of small., adj, rel
She was sort of small. She was not ridiculously big., adj, rel
She was not ridiculously big. She was extremely small., adj, rel
She was extremely small. She was not ridiculously big., adj, rel
She was not ridiculously big. She was ridiculously small., adj, rel
She was ridiculously small. She was not ridiculously big., adj, rel
She was not ridiculously big. She was small., adj, rel
She was small. She was not ridiculously big., adj, rel
She was not ridiculously big. She was not extremely small., adj, rel
She was not ridiculously big. She was not ridiculously small., adj, rel
She was not ridiculously big. She was not small., adj, rel
She was not big. She was slightly small., adj, rel
She was slightly small. She was not big., adj, rel
She was not big. She was sort of small., adj, rel
She was sort of small. She was not big., adj, rel
She was not big. She was extremely small., adj, rel
She was extremely small. She was not big., adj, rel
She was not big. She was ridiculously small., adj, rel
She was ridiculously small. She was not big., adj, rel
She was not big. She was small., adj, rel
She was small. She was not big., adj, rel
She was not big. She was not extremely small., adj, rel
She was not big. She was not ridiculously small., adj, rel
She was not big. She was not small., adj, rel
She was not extremely big. She was slightly big., adj, rel
She was slightly big. She was not extremely big., adj, rel
She was not extremely big. She was sort of big., adj, rel
She was sort of big. She was not extremely big., adj, rel
She was not ridiculously big. She was slightly big., adj, rel
She was slightly big. She was not ridiculously big., adj, rel
She was not ridiculously big. She was sort of big., adj, rel
She was sort of big. She was not ridiculously big., adj, rel
She was not extremely small. She was slightly big., adj, rel
She was slightly big. She was not extremely small., adj, rel
She was not extremely small. She was sort of big., adj, rel
She was sort of big. She was not extremely small., adj, rel
She was not extremely small. She was extremely big., adj, rel
She was extremely big. She was not extremely small., adj, rel
She was not extremely small. She was ridiculously big., adj, rel
She was ridiculously big. She was not extremely small., adj, rel
She was not extremely small. She was big., adj, rel
She was big. She was not extremely small., adj, rel
She was not extremely small. She was not extremely big., adj, rel
She was not extremely small. She was not ridiculously big., adj, rel
She was not extremely small. She was not big., adj, rel
She was not ridiculously small. She was slightly big., adj, rel
She was slightly big. She was not ridiculously small., adj, rel
She was not ridiculously small. She was sort of big., adj, rel
She was sort of big. She was not ridiculously small., adj, rel
She was not ridiculously small. She was extremely big., adj, rel
She was extremely big. She was not ridiculously small., adj, rel
She was not ridiculously small. She was ridiculously big., adj, rel
She was ridiculously big. She was not ridiculously small., adj, rel
She was not ridiculously small. She was big., adj, rel
She was big. She was not ridiculously small., adj, rel
She was not ridiculously small. She was not extremely big., adj, rel
She was not ridiculously small. She was not ridiculously big., adj, rel
She was not ridiculously small. She was not big., adj, rel
She was not small. She was slightly big., adj, rel
She was slightly big. She was not small., adj, rel
She was not small. She was sort of big., adj, rel
She was sort of big. She was not small., adj, rel
She was not small. She was extremely big., adj, rel
She was extremely big. She was not small., adj, rel
She was not small. She was ridiculously big., adj, rel
She was ridiculously big. She was not small., adj, rel
She was not small. She was big., adj, rel
She was big. She was not small., adj, rel
She was not small. She was not extremely big., adj, rel
She was not small. She was not ridiculously big., adj, rel
She was not small. She was not big., adj, rel
She was not extremely small. She was slightly small., adj, rel
She was slightly small. She was not extremely small., adj, rel
She was not extremely small. She was sort of small., adj, rel
She was sort of small. She was not extremely small., adj, rel
She was not ridiculously small. She was slightly small., adj, rel
She was slightly small. She was not ridiculously small., adj, rel
She was not ridiculously small. She was sort of small., adj, rel
She was sort of small. She was not ridiculously small., adj, rel
She wasn't extremely big. She was slightly small., adj, rel
She was slightly small. She wasn't extremely big., adj, rel
She wasn't extremely big. She was sort of small., adj, rel
She was sort of small. She wasn't extremely big., adj, rel
She wasn't extremely big. She was extremely small., adj, rel
She was extremely small. She wasn't extremely big., adj, rel
She wasn't extremely big. She was ridiculously small., adj, rel
She was ridiculously small. She wasn't extremely big., adj, rel
She wasn't extremely big. She was small., adj, rel
She was small. She wasn't extremely big., adj, rel
She wasn't extremely big. She wasn't extremely small., adj, rel
She wasn't extremely big. She wasn't ridiculously small., adj, rel
She wasn't extremely big. She wasn't small., adj, rel
She wasn't ridiculously big. She was slightly small., adj, rel
She was slightly small. She wasn't ridiculously big., adj, rel
She wasn't ridiculously big. She was sort of small., adj, rel
She was sort of small. She wasn't ridiculously big., adj, rel
She wasn't ridiculously big. She was extremely small., adj, rel
She was extremely small. She wasn't ridiculously big., adj, rel
She wasn't ridiculously big. She was ridiculously small., adj, rel
She was ridiculously small. She wasn't ridiculously big., adj, rel
She wasn't ridiculously big. She was small., adj, rel
She was small. She wasn't ridiculously big., adj, rel
She wasn't ridiculously big. She wasn't extremely small., adj, rel
She wasn't ridiculously big. She wasn't ridiculously small., adj, rel
She wasn't ridiculously big. She wasn't small., adj, rel
She wasn't big. She was slightly small., adj, rel
She was slightly small. She wasn't big., adj, rel
She wasn't big. She was sort of small., adj, rel
She was sort of small. She wasn't big., adj, rel
She wasn't big. She was extremely small., adj, rel
She was extremely small. She wasn't big., adj, rel
She wasn't big. She was ridiculously small., adj, rel
She was ridiculously small. She wasn't big., adj, rel
She wasn't big. She was small., adj, rel
She was small. She wasn't big., adj, rel
She wasn't big. She wasn't extremely small., adj, rel
She wasn't big. She wasn't ridiculously small., adj, rel
She wasn't big. She wasn't small., adj, rel
She wasn't extremely big. She was slightly big., adj, rel
She was slightly big. She wasn't extremely big., adj, rel
She wasn't extremely big. She was sort of big., adj, rel
She was sort of big. She wasn't extremely big., adj, rel
She wasn't ridiculously big. She was slightly big., adj, rel
She was slightly big. She wasn't ridiculously big., adj, rel
She wasn't ridiculously big. She was sort of big., adj, rel
She was sort of big. She wasn't ridiculously big., adj, rel
She wasn't extremely small. She was slightly big., adj, rel
She was slightly big. She wasn't extremely small., adj, rel
She wasn't extremely small. She was sort of big., adj, rel
She was sort of big. She wasn't extremely small., adj, rel
She wasn't extremely small. She was extremely big., adj, rel
She was extremely big. She wasn't extremely small., adj, rel
She wasn't extremely small. She was ridiculously big., adj, rel
She was ridiculously big. She wasn't extremely small., adj, rel
She wasn't extremely small. She was big., adj, rel
She was big. She wasn't extremely small., adj, rel
She wasn't extremely small. She wasn't extremely big., adj, rel
She wasn't extremely small. She wasn't ridiculously big., adj, rel
She wasn't extremely small. She wasn't big., adj, rel
She wasn't ridiculously small. She was slightly big., adj, rel
She was slightly big. She wasn't ridiculously small., adj, rel
She wasn't ridiculously small. She was sort of big., adj, rel
She was sort of big. She wasn't ridiculously small., adj, rel
She wasn't ridiculously small. She was extremely big., adj, rel
She was extremely big. She wasn't ridiculously small., adj, rel
She wasn't ridiculously small. She was ridiculously big., adj, rel
She was ridiculously big. She wasn't ridiculously small., adj, rel
She wasn't ridiculously small. She was big., adj, rel
She was big. She wasn't ridiculously small., adj, rel
She wasn't ridiculously small. She wasn't extremely big., adj, rel
She wasn't ridiculously small. She wasn't ridiculously big., adj, rel
She wasn't ridiculously small. She wasn't big., adj, rel
She wasn't small. She was slightly big., adj, rel
She was slightly big. She wasn't small., adj, rel
She wasn't small. She was sort of big., adj, rel
She was sort of big. She wasn't small., adj, rel
She wasn't small. She was extremely big., adj, rel
She was extremely big. She wasn't small., adj, rel
She wasn't small. She was ridiculously big., adj, rel
She was ridiculously big. She wasn't small., adj, rel
She wasn't small. She was big., adj, rel
She was big. She wasn't small., adj, rel
She wasn't small. She wasn't extremely big., adj, rel
She wasn't small. She wasn't ridiculously big., adj, rel
She wasn't small. She wasn't big., adj, rel
She wasn't extremely small. She was slightly small., adj, rel
She was slightly small. She wasn't extremely small., adj, rel
She wasn't extremely small. She was sort of small., adj, rel
She was sort of small. She wasn't extremely small., adj, rel
