prev_form_lower,SUM,or,something,all,some,often,always,sometimes,both,many,everything,everyone,someone,everybody,either,somebody,every
thinkable,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slope,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slot,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slots,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
slower,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
smaller,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smart,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smell,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smelly,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smith,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smth,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snack,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sneakily,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sniggering,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snow,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snows,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
snowstorm,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snuggly,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'e,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
so-slightly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
solely,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
solos,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
afterwards,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slopes,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
slogans,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
spelling,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agencies,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
situations,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sitwell,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
six,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agent,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skelter,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skillet,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skills,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agendas,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skin's,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skipper,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skits,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
skull,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
skyfire,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slater,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slavery,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sleepily,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sleeping,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sleeve,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sleeves,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slicker,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slighlty,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
solutionsare,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
somberly,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afternoon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
someday,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
souls,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
soulsimply,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aer,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sour,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
souvenirs,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
souza,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sox,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spa,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spaces,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
spanish,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sparklehorse,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spatially,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
spear-tip,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
advice,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
specials,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
specific--,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
specifics,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
specimens,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
spectacular,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speech,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
speedier,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pfzier,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sotes,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sorta,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
affordability,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afterlife,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
someing,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
somene,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
someon,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
'....,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
somethign,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afrobeat,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afield,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
affordable,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
affliction,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sort,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
affection,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
somoene,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
somtheing,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sontag,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
soo,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
aesthetics,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
soooooooooooo,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
soooooooooooooo,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sophisticated,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
situationally,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sites,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ages,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shakespeare,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
senior,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sensual,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sentences,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sentiment,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sequences,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sequiturs,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
series,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aircraft,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
aircon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
airchecks,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
settings,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
settlements,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
seventeen,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
airborne,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aint,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sexes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sexual,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sexualities,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sexy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shades,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shadows,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
senators,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
semi-automatic,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
semi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aka,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
seat,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
seats,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
seattle,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
secondhand,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seconds,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
sector,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sedans,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
akelly,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seemd,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
seeming,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
selling,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ais,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seemly,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
airport,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
segments,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
selection,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
airline,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
self-evidently,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
self-interests,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
self-perception,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
shadyside,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shallow,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sinking,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
shaman,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
signal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ahl,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
signify,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
signs,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
silanization,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silently,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silhouette,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silver,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silverman,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
similarity,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agreement,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ago,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
simpler,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
simplistic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aggressive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
simplyi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
simular,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aggression,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
singularly,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sinister,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sink,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sights,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
siege,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sidewinder,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shield,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
shanks,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
share,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shareholders,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sharia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shark,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shayari,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
shb,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sheets,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sheffield,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ship,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
shrift,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shirts,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
shock,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shoe,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
shops,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
shoreline,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
short,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aims,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shoulders,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
showers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speidi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spend,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
academics,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
taiwanese,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
talented,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
talkie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tan,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tan-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tangibly,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tantrums,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
targets,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tart,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tarzan,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tasks,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acually,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tasted,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
actualy,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
taurans,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actuality,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
teacher,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
teaching,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actress,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tears,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
technologies,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
take,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tail,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sperm,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tag,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sure,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adam,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surreal,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
survey,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
survival,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suspensions,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
suspicious,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suspiciously,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
swedes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sweetand,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swimmers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swing,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
swings,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
symbol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syntax,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syringe,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adages,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tablets,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tactfully,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tactic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acupuncturistor,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activists,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
technophiles,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
teenagers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
teeth,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ace,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
theirs,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
accutly,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
themare,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
theme,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
accounting,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
theories,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
therapeutically,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
therapist,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
therapy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
account,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
thereafter,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
acclaim,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
accidents,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
thesleevesare,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
accidently,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
they're,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
acceleration,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thieves,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiis,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
academy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
theatre,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
achievement,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
achievements,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tentatively,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
teh,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tele,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
temblor,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
temperature,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activist,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
temptation,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tendencies,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tendon,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tenon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
teratorn,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acid,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
terminology,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
terps,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
terrier,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
territories,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
terrorists,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tesla,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
text,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acreage,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acquaintances,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sur,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
suppressors,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
supplement,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strand,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stealthily,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
steampunk,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stems,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
stereotype,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stereotypically,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sterling,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steve,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
stevens,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stigma,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adoption,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stimulus,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
stitches,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stock,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stone,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
stonehenge,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
storage,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adolescents,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
storm,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adolescent,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
storyline,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
storytelling,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stealing,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steak,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adult,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sre,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
spines,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
split,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
spope,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sportfish,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sports,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
spotlight,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spouses,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
square,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
squash,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssmtp,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
staunchly,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
advertisement,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
standard,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
star,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
starter,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
startups,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adverary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adventures,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
station,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
advance,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
straits,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
straps,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
supernova,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strategist,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
substantial,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adhesive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
substantively,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
substitutes,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
subtext,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
successes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adequately,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suckers,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
aden,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
address,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sufficiency,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suggest,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
suit,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suitably,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
suitcases,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suitors,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
