adj_form_lower,SUM,or,something,all,some,often,always,sometimes,both,many,everything,everyone,someone,everybody,either,somebody,every,somethings,somethin,everythings,everyones,alls,someones,everybodys,somebodies,somes,oftens,everbody,someon,someing,ors,oftenleft,manies,everythiing,eather
compelling,1801,191,699,458,112,97,90,55,52,24,11,4,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
affordable,1797,478,229,256,119,348,89,42,67,103,61,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
healthy,1794,485,247,295,100,84,137,53,130,76,32,83,39,28,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
harmful,1793,1050,173,79,159,129,9,90,42,48,6,0,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quiet,1793,290,74,428,74,77,201,102,70,26,243,126,22,47,10,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
profound,1768,131,1320,103,64,62,7,58,6,6,5,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weak,1764,879,42,134,147,162,79,71,61,95,10,11,33,3,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
passionate,1764,229,76,356,68,66,259,34,212,60,7,179,173,24,1,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
involved,1755,394,150,206,135,95,151,64,136,57,1,115,202,27,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
costly,1742,606,82,107,139,458,94,120,56,40,24,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
apparent,1740,129,75,1024,117,175,45,106,13,44,7,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
productive,1738,395,539,105,74,216,116,77,83,40,7,37,35,5,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
natural,1737,314,629,394,66,36,78,32,34,22,118,4,5,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
professional,1729,200,110,368,50,17,396,9,121,13,103,275,35,28,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
long,1688,486,20,92,286,248,164,215,48,74,15,5,10,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
honest,1686,332,213,154,62,117,365,160,77,21,21,69,61,16,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clean,1685,226,91,317,33,27,236,21,58,17,635,11,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
convenient,1684,719,109,304,34,193,49,149,34,6,72,0,5,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ridiculous,1682,305,570,266,283,45,24,80,30,20,35,3,14,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fresh,1681,150,402,372,89,26,139,22,39,36,369,9,17,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kind,1668,46,14,355,33,35,477,19,67,26,4,431,92,60,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pleasant,1660,200,375,358,95,79,263,71,35,19,37,104,8,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deep,1657,529,425,86,214,101,50,136,32,38,12,14,14,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
less,1651,856,172,56,55,275,70,90,20,24,4,2,21,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magical,1639,49,1287,160,28,8,31,19,5,3,46,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cute,1623,198,273,497,172,23,102,68,135,16,80,15,37,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guilty,1622,1041,12,173,55,59,19,25,37,71,1,45,75,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beneficial,1620,456,226,189,133,209,130,121,65,55,18,2,9,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
competitive,1607,368,60,207,92,137,316,43,205,45,28,54,25,18,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
terrible,1604,305,679,214,150,32,28,61,38,15,49,19,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
equal,1588,293,21,496,414,25,26,23,52,7,60,122,8,37,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
welcome,1577,240,57,474,55,47,345,19,42,11,23,211,19,29,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
practical,1571,343,489,87,175,187,45,138,41,22,28,4,3,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprised,1571,108,2,353,92,132,271,89,129,129,1,197,7,55,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conservative,1567,583,96,85,136,128,164,47,87,96,5,16,109,4,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
precious,1552,106,939,322,33,10,30,32,22,4,23,4,24,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scary,1548,361,399,196,208,62,37,200,29,17,21,1,14,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
upset,1545,359,12,222,220,30,36,40,79,150,5,240,56,85,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensive,1513,828,326,65,115,53,12,49,21,14,12,1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
older,1510,615,117,86,199,39,8,27,28,106,5,18,246,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unable,1503,1060,9,26,80,56,0,37,16,162,2,4,39,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
soft,1478,878,144,89,82,61,57,43,47,10,49,2,4,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dry,1470,838,46,98,69,102,68,60,30,21,126,4,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tough,1456,286,135,134,187,98,204,228,68,27,21,12,39,8,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frustrating,1439,218,70,568,55,153,57,284,16,8,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
awful,1433,248,558,158,217,26,22,73,28,22,49,9,20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memorable,1432,309,378,365,121,74,74,43,14,31,12,2,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
careful,1432,241,22,157,31,52,642,42,23,21,3,109,45,32,4,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mundane,1425,137,999,56,92,43,8,38,10,26,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
detailed,1421,379,162,192,199,140,55,60,55,38,129,4,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fascinating,1419,76,403,562,96,51,134,38,20,13,23,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bizarre,1413,234,443,239,272,54,15,111,6,19,14,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dependent,1399,365,32,299,66,169,79,26,86,138,46,22,58,8,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suitable,1396,476,279,70,215,97,13,57,22,82,13,1,62,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sophisticated,1388,316,542,53,181,106,30,30,34,39,14,9,21,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
advanced,1383,565,307,51,201,67,33,25,34,42,23,6,23,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uncomfortable,1382,499,136,113,112,140,85,104,45,68,8,35,22,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
most,1377,1095,0,18,75,3,2,7,2,167,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emotional,1370,392,187,173,117,137,87,98,43,34,13,38,16,31,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false,1369,660,97,193,138,45,11,37,58,64,61,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trivial,1368,141,1037,35,76,34,2,21,5,10,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
modern,1366,272,744,98,98,19,20,12,31,20,37,1,11,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rewarding,1364,159,329,329,30,161,168,99,67,6,6,1,3,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
original,1360,217,761,91,93,25,32,19,33,35,44,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thin,1358,734,46,85,106,111,67,75,31,35,14,14,27,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tight,1358,634,63,146,65,71,128,72,29,19,79,15,7,8,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ambitious,1353,281,594,51,94,46,99,40,69,26,5,6,30,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realistic,1346,326,307,240,158,76,26,73,37,26,52,8,7,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fundamental,1341,62,1196,17,34,6,5,10,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rich,1340,380,141,205,124,84,54,29,75,76,21,38,77,9,12,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
violent,1336,480,180,57,161,182,35,133,26,50,8,3,17,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
odd,1330,177,618,201,184,21,25,61,7,11,11,4,5,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clever,1326,282,288,177,175,86,52,93,27,33,12,7,72,2,4,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desirable,1319,673,171,143,56,76,71,47,27,21,11,3,17,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ignorant,1319,729,49,86,60,80,10,24,15,118,1,21,95,5,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
confused,1309,507,15,156,87,84,52,72,38,98,22,101,33,33,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acceptable,1288,676,157,132,57,49,42,46,51,14,28,3,24,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evil,1285,481,382,83,71,11,40,41,33,8,26,15,78,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shocking,1284,142,304,495,181,41,19,63,9,9,10,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
black,1283,672,41,120,71,37,36,64,20,40,147,8,18,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
straightforward,1283,129,272,323,143,110,64,61,33,38,100,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unknown,1282,401,222,88,170,37,6,19,31,209,12,6,74,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nervous,1275,282,11,168,93,59,188,50,126,62,0,146,21,67,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hostile,1270,647,20,39,144,127,34,110,18,87,6,8,25,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plain,1269,867,94,95,64,34,10,45,8,13,24,3,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
akin,1268,71,1095,7,16,29,10,14,1,10,2,1,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
extreme,1268,324,370,51,207,85,29,81,29,23,25,5,34,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
predictable,1265,168,140,548,108,86,36,43,30,20,81,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intelligent,1261,334,136,122,92,104,55,28,136,51,4,27,146,2,3,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
warm,1257,484,129,121,28,65,158,56,42,11,30,106,9,8,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smaller,1253,435,252,55,105,113,61,59,56,48,30,3,26,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
precise,1251,853,107,39,35,52,52,28,22,9,41,2,8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
famous,1251,289,29,84,284,31,39,21,43,80,1,11,298,4,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disappointed,1240,226,3,348,94,34,107,19,63,151,2,116,4,68,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shy,1240,451,31,35,128,86,199,64,100,60,7,20,39,3,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skilled,1237,343,12,248,80,105,32,10,95,81,2,34,173,4,7,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vague,1226,251,178,254,115,149,68,80,33,44,38,4,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annoying,1211,426,125,156,131,48,47,191,30,7,7,14,23,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loud,1207,397,91,75,85,110,85,215,30,12,62,14,19,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fast,1205,222,28,217,99,93,124,115,93,13,119,26,22,13,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
keen,1204,172,21,295,103,42,212,23,61,84,1,129,37,16,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
generous,1203,217,50,114,90,101,318,42,49,44,1,107,41,24,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bright,1202,333,118,170,102,70,79,69,53,28,103,13,49,3,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
legal,1189,351,73,452,68,28,15,23,26,50,99,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
welcoming,1188,68,29,238,18,10,169,6,27,9,6,538,4,64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lovely,1179,39,260,385,56,38,99,23,66,15,66,90,30,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conscious,1179,304,29,208,58,88,233,34,44,53,9,68,16,30,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
worthy,1175,474,185,160,102,20,9,17,26,39,8,15,111,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tender,1174,927,80,33,22,30,19,18,14,7,18,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
empty,1166,574,26,109,68,91,106,32,25,97,24,1,3,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
absent,1157,622,96,132,52,72,21,46,47,32,9,3,17,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
optimistic,1146,268,55,121,132,75,135,36,37,63,3,147,16,43,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deeper,1146,92,965,10,16,24,11,13,6,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evident,1142,58,97,662,87,78,41,53,19,38,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
harder,1138,251,174,128,78,172,65,167,15,16,50,4,14,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fortunate,1136,179,13,255,95,10,35,13,34,93,2,186,192,14,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reliable,1135,340,158,93,74,155,125,42,54,23,18,7,36,1,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
valid,1134,369,48,254,154,37,15,23,97,89,36,5,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enthusiastic,1131,149,10,200,107,61,122,36,43,57,0,250,34,57,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
controversial,1122,289,253,65,211,70,86,40,26,51,10,2,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
recent,1121,475,228,87,231,6,7,11,15,43,8,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minor,1115,185,542,96,122,40,6,42,19,45,9,1,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
light,1113,518,174,111,72,48,38,35,56,15,41,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
knowledgeable,1109,274,2,171,48,74,56,9,80,52,0,71,248,7,2,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unaware,1097,356,4,51,68,182,5,42,17,314,0,15,23,4,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dumb,1092,443,242,78,99,17,11,56,15,14,8,36,46,5,17,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anxious,1091,335,5,210,76,68,104,53,31,72,1,72,27,34,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
horrible,1086,142,603,111,79,19,13,33,16,11,30,10,16,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
extraordinary,1086,46,719,179,59,13,5,19,7,5,8,2,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
intimate,1085,130,692,58,40,41,23,51,20,9,10,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
relaxed,1085,292,110,131,39,51,72,23,109,10,65,143,12,24,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ugly,1084,328,259,83,174,50,16,87,17,10,10,11,31,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unrelated,1080,171,678,28,43,69,2,35,9,15,2,0,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
traditional,1079,235,551,52,108,21,23,13,24,23,17,2,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spectacular,1078,58,589,153,117,44,24,24,21,19,21,2,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tragic,1077,114,348,453,47,32,18,33,9,8,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
consistent,1074,325,97,223,67,43,119,31,45,40,58,6,13,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
essential,1073,198,333,261,60,51,28,38,58,21,19,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
closer,1073,359,318,66,71,51,23,27,22,38,21,7,64,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
incredible,1071,38,456,291,123,13,23,22,23,8,41,5,21,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shocked,1071,103,6,299,63,24,54,24,62,95,0,262,6,70,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intriguing,1068,67,314,443,76,34,62,27,17,12,7,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overwhelming,1067,219,61,332,31,74,15,262,3,10,55,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
white,1065,531,37,99,72,54,39,29,43,45,63,22,19,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fair,1059,366,85,170,46,46,76,186,19,11,33,7,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
illegal,1058,601,136,81,88,17,14,21,24,43,26,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
secure,1033,359,154,135,45,88,68,22,64,13,31,32,13,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
polite,1030,159,28,194,34,27,293,17,23,12,11,189,5,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hungry,1029,433,7,164,42,39,71,49,78,32,1,59,31,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
complete,1026,545,98,105,80,45,20,38,20,36,33,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
innocent,1024,160,416,179,68,28,16,19,13,41,22,12,47,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
younger,1021,440,6,51,88,29,10,44,18,54,0,11,252,3,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
radical,1015,150,598,26,100,27,18,32,13,21,1,4,20,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
permanent,1014,248,638,17,44,22,3,8,5,9,12,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thick,1006,607,33,39,91,76,18,103,13,12,4,3,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inappropriate,1006,579,191,35,68,49,4,40,11,10,2,0,12,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poignant,1001,40,191,633,50,32,6,30,7,7,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
romantic,993,174,526,129,35,19,25,26,19,4,23,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
solid,987,131,336,204,47,17,66,12,67,9,68,9,13,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desperate,980,345,62,117,86,34,33,56,25,66,5,47,75,15,2,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tangible,976,36,797,64,30,13,3,13,6,8,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cheaper,975,264,51,60,57,296,63,95,26,20,31,1,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
certain,970,345,74,155,63,27,80,30,37,32,13,63,37,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brilliant,969,163,181,147,119,47,47,28,57,27,32,18,83,2,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tasty,964,74,204,304,46,30,50,17,134,17,86,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flat,962,535,41,104,63,50,25,39,25,20,43,9,3,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elaborate,952,317,295,21,176,61,12,36,5,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,948,283,252,113,87,50,28,63,9,9,34,0,17,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frightening,947,167,276,220,75,51,28,97,11,13,5,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sexy,945,170,433,116,51,19,34,23,47,8,13,5,22,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amusing,940,126,155,234,173,97,47,56,16,14,12,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
terrifying,936,151,344,217,63,31,17,44,36,7,15,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subject,934,468,10,164,61,43,13,11,22,75,35,13,10,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
embarrassing,932,288,189,154,102,50,23,87,9,12,8,1,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
profitable,930,324,93,82,73,139,55,56,52,44,5,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inspiring,926,81,264,212,56,36,140,36,35,14,30,9,9,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
identical,921,330,82,227,77,28,11,16,52,53,29,6,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stressful,919,212,107,149,21,185,60,142,17,2,19,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drunk,915,369,2,91,54,42,27,21,87,40,0,83,66,20,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
urgent,909,145,206,456,24,18,10,16,8,2,21,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
casual,908,302,342,87,25,35,24,33,5,12,25,13,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toxic,908,292,108,74,175,55,13,36,36,90,5,2,15,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obscure,905,209,208,25,247,62,12,53,11,52,6,2,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
awkward,904,279,93,129,59,72,90,93,34,9,15,8,16,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
political,903,325,107,57,111,84,86,35,19,35,30,4,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
