prev_form_lower,SUM,not,never,nothing,none,nor,without,no,few,neither,nobody,hardly,rarely,ain't,barely,seldom,scarcely,aint
rationality,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rationally,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rats,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sorenstam,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tov,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
raucousness,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rauner,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tourists,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tour,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toughness,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raynor,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
touchscreen,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rdw,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
re-design,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rapping,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tracker,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trailer,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ransomware,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trail,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raid,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raids,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rail,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
railings,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
railroad,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
raimi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raise,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raiser,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rakeem,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ram,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rambeau,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramirez,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramp,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rampart,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ranch,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
traffic,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
randomness,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tracy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ranks,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
thight,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thielemans,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taitz,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rockaways,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roadways,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
robbie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robe,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tech,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robotmaster,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
teapot,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robots,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
teachings,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rock,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
te'o,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thief,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rocker,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
te,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rodriguez,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rohypnol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tcu,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rolls,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
romances,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
taxonomically,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
romania,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
romijns,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
roadrunner,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roa,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
technologies,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rivals,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ten,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rift,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rigby,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
template,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"\""",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
teller,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rigorously,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rihanna,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
riko,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
teixeira,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
teeth-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tees,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
teenager,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
riley,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ring,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tee-shirt,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rising,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
teds,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tediously,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rivalry,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
roof,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roofing,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rooibos,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taranis,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tapes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rum,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
runes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
running,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
runs,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
russell,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
russians,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ryan,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tangentially,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tan,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s/he,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sa,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sabotage,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sabres,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
talia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sacrifice,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sad,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tales,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saddam,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
takato,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saddle,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rulings,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
targaryen,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taxes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rulers,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
roommate,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taxanomically,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roots,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rosacea,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rose,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rosie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ross,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taurus,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rotors,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taskforces,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rotted,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rouge,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
round,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tasers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tas,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tartus,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tarts,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
row,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tarot,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
royal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rugs,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tencel,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
riders,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tennessee,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930s,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reports,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
representation,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
representatives,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reps,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
republic,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1941,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
theirs,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
reputedly,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reqally,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
theft,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
requirements,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
requisition,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resaca,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
thee,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
theatre,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
the-successful,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resemble,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reserves,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reshoots,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resident,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resignation,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reporters,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resistance,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
repetition,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
remakes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
remark,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thickening,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
remedies,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
remissions,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
remittances,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
remotly,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rendered,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16gb,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thermostats,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thermometer,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rental,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
theretofore,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rents,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
repairs,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
theories,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
repertoire,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
theology,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
resorts,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
riddick,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reviews,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
territory,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
terri,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
revolt,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reward,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reynolds,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rezoning,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rfps,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rggi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
terracotta,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rhine,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rhubarb,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rhymes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tercios,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tenures,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rhythm,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rhythmically,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tent,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ricky,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tennis,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tennies,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ricotta,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
revisions,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
terrorists,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thatis,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reversal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
respondents,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thankfulness,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thaaaaat,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
responses,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
restorations,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
texts,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
textbooks,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
\'s,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
resume,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resurrection,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
retention,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
testimony,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
retrenchment,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
retrospection,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tessler,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tessa,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rev,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reveal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tesco,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
revenues,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
singly,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mania,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actor,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
depraved,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desktop,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desert,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
descriptions,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
derivatives,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
depthlessness,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
depreciation,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
density,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desperation,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dems,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
demonstration,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
antagonist,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
demon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
demeanor,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
demarcation,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
despair,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dessert,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deaky,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diaries,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diesel,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
die-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dictators,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dichotomy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dice,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diaspora,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dials,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desserts,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dial,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diabetics,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dhimmi,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
developer,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
detox,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
destro,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
demands,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dell,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delivery,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decisively,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
default,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
defacements,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dedicated,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decorations,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decks,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decking,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deception,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deliveries,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decals,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decades,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
debts,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
debt-restructuring,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
debbie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
debates,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
defence,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
defender,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
defenses,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
defensively,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deficiency,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deficits,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
definably,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anti-vaxxers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
definitions,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
definitive,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
degative,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dehydration,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delevingne,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delglaze,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deliberations,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delineation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
delirium,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dieters,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
differences,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
different,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
dollars,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
donor,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dong,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
donation,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dominance,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
domain,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dom,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dollar,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
dne,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dole,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
doing,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doilies,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annoyingly,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dodo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
document,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
donovan,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dont,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
door,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doorways,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dorms,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dothraki,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doublet,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
douglas,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dound,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dovetail,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
downfall,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
download,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
downs,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
downtown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
downturns,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dozen,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doa,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dmgm,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
digital,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
