sentences, pos, scale_type
She was not extremely rude. She was not extremely polite., adj, rel
She was not extremely rude. She was not polite., adj, rel
She was not rude. She was slightly polite., adj, rel
She was slightly polite. She was not rude., adj, rel
She was not rude. She was extremely polite., adj, rel
She was extremely polite. She was not rude., adj, rel
She was not rude. She was polite., adj, rel
She was polite. She was not rude., adj, rel
She was not rude. She was not extremely polite., adj, rel
She was not rude. She was not polite., adj, rel
She was not extremely rude. She was slightly rude., adj, rel
She was slightly rude. She was not extremely rude., adj, rel
She was slightly rude. She was not extremely rude but she was not polite either., adj, rel
She was slightly rude. She was not polite but she was not extremely rude either., adj, rel
She was not extremely rude but she was not polite either. She was slightly rude., adj, rel
She was not polite but she was not extremely rude either. She was slightly rude., adj, rel
She was not extremely deep. She was slightly shallow., adj, rel
She was slightly shallow. She was not extremely deep., adj, rel
She was not extremely deep. She was extremely shallow., adj, rel
She was extremely shallow. She was not extremely deep., adj, rel
She was not extremely deep. She was shallow., adj, rel
She was shallow. She was not extremely deep., adj, rel
She was not extremely deep. She was not extremely shallow., adj, rel
She was not extremely deep. She was not shallow., adj, rel
She was not deep. She was slightly shallow., adj, rel
She was slightly shallow. She was not deep., adj, rel
She was not deep. She was extremely shallow., adj, rel
She was extremely shallow. She was not deep., adj, rel
She was not deep. She was shallow., adj, rel
She was shallow. She was not deep., adj, rel
She was not deep. She was not extremely shallow., adj, rel
She was not deep. She was not shallow., adj, rel
She was not extremely deep. She was slightly deep., adj, rel
She was slightly deep. She was not extremely deep., adj, rel
She was slightly deep. She was not extremely deep but she was not shallow either., adj, rel
She was slightly deep. She was not shallow but she was not extremely deep either., adj, rel
She was not extremely deep but she was not shallow either. She was slightly deep., adj, rel
She was not shallow but she was not extremely deep either. She was slightly deep., adj, rel
She was not extremely shallow. She was slightly deep., adj, rel
She was slightly deep. She was not extremely shallow., adj, rel
She was not extremely shallow. She was extremely deep., adj, rel
She was extremely deep. She was not extremely shallow., adj, rel
She was not extremely shallow. She was deep., adj, rel
She was deep. She was not extremely shallow., adj, rel
She was not extremely shallow. She was not extremely deep., adj, rel
She was not extremely shallow. She was not deep., adj, rel
She was not shallow. She was slightly deep., adj, rel
She was slightly deep. She was not shallow., adj, rel
She was not shallow. She was extremely deep., adj, rel
She was extremely deep. She was not shallow., adj, rel
She was not shallow. She was deep., adj, rel
She was deep. She was not shallow., adj, rel
She was not shallow. She was not extremely deep., adj, rel
She was not shallow. She was not deep., adj, rel
She was not extremely shallow. She was slightly shallow., adj, rel
She was slightly shallow. She was not extremely shallow., adj, rel
She was slightly shallow. She was not extremely shallow but she was not deep either., adj, rel
She was slightly shallow. She was not deep but she was not extremely shallow either., adj, rel
She was not extremely shallow but she was not deep either. She was slightly shallow., adj, rel
She was not deep but she was not extremely shallow either. She was slightly shallow., adj, rel
She was not extremely likely. She was slightly unlikely., adj, rel
She was slightly unlikely. She was not extremely likely., adj, rel
She was not extremely likely. She was extremely unlikely., adj, rel
She was extremely unlikely. She was not extremely likely., adj, rel
She was not extremely likely. She was unlikely., adj, rel
She was unlikely. She was not extremely likely., adj, rel
She was not extremely likely. She was not extremely unlikely., adj, rel
She was not extremely likely. She was not unlikely., adj, rel
She was not likely. She was slightly unlikely., adj, rel
She was slightly unlikely. She was not likely., adj, rel
She was not likely. She was extremely unlikely., adj, rel
She was extremely unlikely. She was not likely., adj, rel
She was not likely. She was unlikely., adj, rel
She was unlikely. She was not likely., adj, rel
She was not likely. She was not extremely unlikely., adj, rel
She was not likely. She was not unlikely., adj, rel
She was not extremely likely. She was slightly likely., adj, rel
She was slightly likely. She was not extremely likely., adj, rel
She was slightly likely. She was not extremely likely but she was not unlikely either., adj, rel
She was slightly likely. She was not unlikely but she was not extremely likely either., adj, rel
She was not extremely likely but she was not unlikely either. She was slightly likely., adj, rel
She was not unlikely but she was not extremely likely either. She was slightly likely., adj, rel
She was not extremely unlikely. She was slightly likely., adj, rel
She was slightly likely. She was not extremely unlikely., adj, rel
She was not extremely unlikely. She was extremely likely., adj, rel
She was extremely likely. She was not extremely unlikely., adj, rel
She was not extremely unlikely. She was likely., adj, rel
She was likely. She was not extremely unlikely., adj, rel
She was not extremely unlikely. She was not extremely likely., adj, rel
She was not extremely unlikely. She was not likely., adj, rel
She was not unlikely. She was slightly likely., adj, rel
She was slightly likely. She was not unlikely., adj, rel
She was not unlikely. She was extremely likely., adj, rel
She was extremely likely. She was not unlikely., adj, rel
She was not unlikely. She was likely., adj, rel
She was likely. She was not unlikely., adj, rel
She was not unlikely. She was not extremely likely., adj, rel
She was not unlikely. She was not likely., adj, rel
She was not extremely unlikely. She was slightly unlikely., adj, rel
She was slightly unlikely. She was not extremely unlikely., adj, rel
She was slightly unlikely. She was not extremely unlikely but she was not likely either., adj, rel
