l1,l2,f,E11,r_log_likelihood,r_Poisson_Stirling,r_odds_ratio,r_Dice,r_dPEX,r_dPXE,am_log_likelihood,am_Poisson_Stirling,am_odds_ratio,am_Dice,am_dPEX,am_dPXE,f1,f2,N
athletically,trim,6,5.0761263e-03,57903,46453,771,5648,37150,21383,7.3025052e+01,1.5829946e+01,3.0809866e+00,8.6767896e-03,1.2541752e-02,6.6242956e-03,905,478,85220496
steadily,dwindling,21,1.8391491e-02,26206,21233,772,4144,11788,22691,2.5481996e+02,5.5089465e+01,3.0802532e+00,1.1003406e-02,4.4832743e-02,6.2652831e-03,3349,468,85220496
rabidly,anti-christian,10,8.5210487e-03,42286,34070,773,4039,30580,16075,1.2161900e+02,2.6352125e+01,3.0802209e+00,1.1229646e-02,1.5809419e-02,8.6959214e-03,1149,632,85220496
reflexively,anti-american,14,1.2059012e-02,34107,27579,774,4132,59734,4624,1.7010759e+02,3.6827305e+01,3.0800114e+00,1.1023622e-02,6.8738452e-03,2.7699057e-02,505,2035,85220496
heavily,indebted,764,1.0266785e+00,1815,1490,775,910,539,7401,8.9165084e+03,1.8621464e+03,3.0799815e+00,3.4387307e-02,3.6948756e-01,1.8016352e-02,42370,2065,85220496
wherever,possible,469,2.4164573e+00,3197,2886,776,25739,157550,36,4.6142980e+03,8.6938494e+02,3.0798344e+00,2.5423361e-03,1.2720363e-03,8.3468086e-01,559,368393,85220496
systematically,underpaid,32,2.7843818e-02,19739,16008,777,1906,30087,4806,3.8843650e+02,8.4036055e+01,3.0792452e+00,2.0125786e-02,1.6115373e-02,2.6732947e-02,1196,1984,85220496
slowly,diminishing,31,2.7636110e-02,20198,16370,778,3572,8934,20356,3.7552995e+02,8.1083299e+01,3.0792115e+00,1.2409928e-02,5.8771452e-02,6.9308544e-03,4469,527,85220496
quintessentially,parisian,32,2.8947731e-02,19791,16075,779,4059,7607,23512,3.8699543e+02,8.3495711e+01,3.0768480e+00,1.1171234e-02,6.8168930e-02,6.0785220e-03,5260,469,85220496
behaviorally,bisexual,11,9.5030660e-03,39789,32153,780,4812,64793,5355,1.3354301e+02,2.8921579e+01,3.0768207e+00,9.8566308e-03,6.1884718e-03,2.4102096e-02,456,1776,85220496
facially,neutral,192,2.1291343e-01,5512,4539,781,2458,50621,385,2.2806490e+03,4.8399431e+02,3.0767034e+00,1.6487055e-02,8.5321873e-03,2.3765663e-01,807,22484,85220496
rationally,defensible,54,4.8330721e-02,13922,11280,782,1649,33178,2473,6.5359219e+02,1.4114930e+02,3.0763747e+00,2.2249691e-02,1.4357118e-02,4.9226609e-02,1096,3758,85220496
disproportionally,over-represented,3,2.5534937e-03,87867,70335,783,8271,63295,21900,3.6457142e+01,7.9070759e+00,3.0755859e+00,6.4308682e-03,6.3775809e-03,6.4740017e-03,463,470,85220496
safely,indoors,21,1.8380555e-02,26228,21230,784,2947,17531,14532,2.5458334e+02,5.5094890e+01,3.0750133e+00,1.4423077e-02,2.9468813e-02,9.5373460e-03,2200,712,85220496
officially,atheistic,122,1.2395539e-01,7843,6383,785,2454,2569,16063,1.4597841e+03,3.1217359e+02,3.0734725e+00,1.6526687e-02,1.6164075e-01,8.7006484e-03,14010,754,85220496
resoundingly,affirmative,8,6.9179367e-03,48538,39169,786,4540,37770,15828,9.7032451e+01,2.1030551e+01,3.0723314e+00,1.0276172e-02,1.2297143e-02,8.8127532e-03,907,650,85220496
presumptively,lawful,38,3.4040860e-02,17667,14288,787,2167,40022,2864,4.5953044e+02,9.9312566e+01,3.0720846e+00,1.8112488e-02,1.1425651e-02,4.3489517e-02,873,3323,85220496
logically,fallacious,45,4.0766672e-02,15796,12820,788,2202,9684,12841,5.4364653e+02,1.1738757e+02,3.0718824e+00,1.7885533e-02,5.4430592e-02,1.0689837e-02,4206,826,85220496
categorically,untrue,276,2.7570867e-01,4118,3375,789,680,20477,815,3.3065116e+03,7.0826131e+02,3.0716673e+00,4.1942102e-02,2.4998639e-02,1.2945126e-01,2130,11031,85220496
objectively,verifiable,159,1.4991848e-01,6366,5144,790,769,6688,4993,1.9143206e+03,4.1200835e+02,3.0715808e+00,3.8554801e-02,7.6852411e-02,2.5701602e-02,6181,2067,85220496
politically,motivated,8280,2.0345818e+01,181,147,791,163,98,1909,9.0406308e+04,1.8011159e+04,3.0709714e+00,1.1386922e-01,6.3046053e-01,6.2515582e-02,132327,13103,85220496
meticulously,landscaped,20,1.7656257e-02,27096,21937,792,3068,17945,15052,2.4209634e+02,5.2396737e+01,3.0708285e+00,1.3986014e-02,2.8751808e-02,9.2299545e-03,2165,695,85220496
adequately,hydrate,48,4.2941548e-02,15093,12232,793,1438,17514,6163,5.8037918e+02,1.2547531e+02,3.0707225e+00,2.4761413e-02,2.9512599e-02,2.1295882e-02,2252,1625,85220496
lavishly,landscaped,7,6.0675545e-03,52808,42435,794,4881,44419,14769,8.4858646e+01,1.8394529e+01,3.0705789e+00,9.7289785e-03,1.0063294e-02,9.4005289e-03,744,695,85220496
self,conscious,369,5.2911733e-01,3401,2838,795,2867,56063,181,4.2710843e+03,8.8898738e+02,3.0700810e+00,1.4733480e-02,7.4976840e-03,4.0182644e-01,917,49173,85220496
separately,payable,12,1.0492241e-02,37756,30503,796,3694,47413,7689,1.4535029e+02,3.1488222e+01,3.0699574e+00,1.2090680e-02,9.2656026e-03,1.7351093e-02,691,1294,85220496
reflexively,pro-business,7,6.0917270e-03,52825,42455,797,5283,60166,9804,8.4811461e+01,1.8382442e+01,3.0693792e+00,9.1324201e-03,6.8034948e-03,1.3849405e-02,505,1028,85220496
professionally,landscaped,41,3.7612313e-02,16809,13642,798,2686,8895,15714,4.9441109e+02,1.0672953e+02,3.0677121e+00,1.5451291e-02,5.8939168e-02,8.8821779e-03,4612,695,85220496
vertically,overhead,12,1.0575836e-02,37793,30530,799,3896,51817,6876,1.4517140e+02,3.1446865e+01,3.0669282e+00,1.1588605e-02,8.2744155e-03,1.9275742e-02,622,1449,85220496
insufferably,self-righteous,12,1.0573302e-02,37798,30529,800,3498,34902,11654,1.4514995e+02,3.1448114e+01,3.0660382e+00,1.2611666e-02,1.3532225e-02,1.1789154e-02,1017,886,85220496
helplessly,adrift,10,8.8604272e-03,42433,34199,801,4957,64629,6162,1.2086913e+02,2.6182509e+01,3.0646008e+00,9.6200096e-03,6.2057940e-03,2.1303187e-02,469,1610,85220496
vertically,elliptical,11,9.7437828e-03,39911,32229,802,4036,52020,7550,1.3294403e+02,2.8802077e+01,3.0639976e+00,1.1241696e-02,8.2325306e-03,1.7669351e-02,622,1335,85220496
immaculately,landscaped,11,9.7619122e-03,39929,32236,803,3877,30572,15151,1.3289303e+02,2.8793196e+01,3.0627864e+00,1.1627907e-02,1.5813421e-02,9.1816144e-03,1197,695,85220496
roughly,equidistant,92,1.0116017e-01,9647,7915,804,5231,1710,30782,1.0908919e+03,2.3225251e+02,3.0625941e+00,9.1848450e-03,2.0886208e-01,4.6914701e-03,19593,440,85220496
attractively,priced,23,2.0763268e-02,24778,20065,805,2849,45484,4161,2.7743910e+02,6.0033166e+01,3.0621727e+00,1.4814815e-02,9.7662011e-03,3.0557765e-02,752,2353,85220496
insufferably,pompous,22,1.9750354e-02,25494,20621,806,2462,35462,6063,2.6549881e+02,5.7476173e+01,3.0621440e+00,1.6467066e-02,1.3281376e-02,2.1613089e-02,1017,1655,85220496
existentially,angsty,5,4.4157218e-03,64944,52101,807,6135,51896,17486,6.0410644e+01,1.3098369e+01,3.0610714e+00,8.1499593e-03,8.2572227e-03,8.0315446e-03,622,605,85220496
predominantly,hindu,1038,1.5391018e+00,1425,1146,808,758,420,6446,1.1958092e+04,2.4856317e+03,3.0609382e+00,3.8890242e-02,4.0143002e-01,2.0415345e-02,50799,2582,85220496
spatially,proximate,12,1.0758703e-02,37861,30581,809,3971,25713,17396,1.4475973e+02,3.1357522e+01,3.0594618e+00,1.1412268e-02,1.9431650e-02,8.0682708e-03,1486,617,85220496
avowedly,atheistic,8,7.1223477e-03,48671,39259,810,4550,42608,13906,9.6562254e+01,2.0929379e+01,3.0594290e+00,1.0262989e-02,1.0600727e-02,9.9291344e-03,805,754,85220496
audibly,hoarse,4,3.5422465e-03,74310,59589,811,7248,65992,15940,4.8300697e+01,1.0473947e+01,3.0592340e+00,7.1556351e-03,6.0369921e-03,8.7642086e-03,456,662,85220496
systematically,tortured,20,1.8047959e-02,27168,21972,812,2523,31015,7978,2.4110213e+02,5.2206148e+01,3.0587205e+00,1.6116035e-02,1.5538300e-02,1.6707552e-02,1196,1286,85220496
immaculately,coiffed,7,6.2504330e-03,52967,42591,813,5774,30733,24609,8.4458147e+01,1.8304254e+01,3.0586127e+00,8.5261876e-03,1.5716373e-02,5.8428135e-03,1197,445,85220496
urgently,needed,14,1.2594857e-02,34268,27722,814,3246,39550,8553,1.6878772e+02,3.6562964e+01,3.0578811e+00,1.3358779e-02,1.1598344e-02,1.5716350e-02,890,1206,85220496
cynically,manipulative,24,2.2255010e-02,24128,19563,815,4227,65629,2436,2.8860195e+02,6.2363735e+01,3.0576414e+00,1.0849910e-02,6.0813732e-03,4.9850063e-02,481,3943,85220496
expertly,edited,4,3.5546026e-03,74339,59605,816,7131,55413,20372,4.8271805e+01,1.0467898e+01,3.0576061e+00,7.2595281e-03,7.6123238e-03,6.9262954e-03,577,525,85220496
bad,possible,8291,4.3249830e+01,205,170,817,636,22548,38,8.1307730e+04,1.5324488e+04,3.0568244e+00,4.3821585e-02,2.2485657e-02,8.2445963e-01,10005,368393,85220496
nowhere,else,276,2.7253904e-01,4123,3371,818,446,8938,2139,3.3007761e+03,7.0964730e+02,3.0566769e+00,5.7249533e-02,5.8743641e-02,5.5728268e-02,4948,4694,85220496
flagrantly,unfaithful,10,8.9838013e-03,42509,34251,819,4028,34931,14338,1.2054867e+02,2.6122454e+01,3.0566602e+00,1.1267606e-02,1.3519760e-02,9.6439553e-03,1036,739,85220496
newly,resurgent,170,2.0674792e-01,6134,5043,820,3846,1085,23960,1.9949905e+03,4.2172126e+02,3.0566456e+00,1.1708795e-02,2.7386208e-01,5.9768418e-03,28418,620,85220496
specially,marked,39,3.6417683e-02,17428,14094,821,2358,11139,13319,4.6849988e+02,1.0122285e+02,3.0553278e+00,1.6978668e-02,4.7343814e-02,1.0332884e-02,3771,823,85220496
nearly,year-long,421,1.2628105e+00,3282,2859,822,12288,54,55315,4.4642365e+03,8.7932141e+02,3.0552438e+00,4.6477738e-03,7.0426195e-01,2.3294996e-03,180566,596,85220496
spontaneously,reborn,5,4.4859514e-03,65043,52182,823,6417,63396,13433,6.0254675e+01,1.3064105e+01,3.0543660e+00,7.8616352e-03,6.3637708e-03,1.0257788e-02,487,785,85220496
as-yet,unannounced,6,5.3957442e-03,58267,46724,824,5931,64011,10997,7.2290256e+01,1.5670832e+01,3.0542727e+00,8.3565460e-03,6.2837226e-03,1.2437009e-02,482,954,85220496
fervently,pro-european,6,5.3968355e-03,58271,46725,825,5680,41159,19932,7.2284170e+01,1.5670306e+01,3.0539180e+00,8.6330935e-03,1.1039855e-02,7.0775239e-03,847,543,85220496
vertically,adjustable,70,7.0184431e-02,11739,9570,826,3159,57389,964,8.3554297e+02,1.7951939e+02,3.0538298e+00,1.3674546e-02,7.2730561e-03,1.1242818e-01,622,9616,85220496
viciously,anti-israel,25,2.2968465e-02,23475,18986,827,2270,23173,9279,3.0058714e+02,6.5062839e+01,3.0527820e+00,1.7513135e-02,2.1833363e-02,1.4598207e-02,1711,1144,85220496
viciously,anti-catholic,12,1.0962222e-02,37934,30644,828,4345,23054,20122,1.4432831e+02,3.1259858e+01,3.0519792e+00,1.0633584e-02,2.1958085e-02,7.0071762e-03,1711,546,85220496
jointly,liable,274,3.1350029e-01,4187,3448,829,1432,35668,436,3.2307987e+03,6.8697777e+02,3.0512280e+00,2.4840216e-02,1.3177051e-02,2.1282320e-01,1286,20775,85220496
north,westerly,8,7.2636400e-03,48752,39330,830,4768,36839,17191,9.6250553e+01,2.0861130e+01,3.0510250e+00,9.9255583e-03,1.2666871e-02,8.1476334e-03,981,631,85220496
prematurely,ageing,9,8.2108417e-03,45455,36613,831,4503,33210,17423,1.0821008e+02,2.3450043e+01,3.0496416e+00,1.0327022e-02,1.4341077e-02,8.0572643e-03,1116,627,85220496
infectiously,danceable,21,1.9369284e-02,26397,21363,832,2483,30882,7816,2.5224916e+02,5.4617036e+01,3.0494212e+00,1.6329705e-02,1.5634099e-02,1.7057670e-02,1230,1342,85220496
rigidly,segregated,21,1.9390758e-02,26400,21366,833,2515,26091,9739,2.5221033e+02,5.4606931e+01,3.0491006e+00,1.6135229e-02,1.9108269e-02,1.3940850e-02,1505,1098,85220496
predominantly,muslim,8049,1.3339280e+01,180,140,834,58,585,636,9.1655596e+04,1.8885490e+04,3.0488020e+00,2.1998715e-01,3.5918185e-01,1.5827976e-01,50799,22378,85220496
dominantly,left-handed,4,3.6305820e-03,74496,59733,835,7428,68842,15393,4.8103617e+01,1.0431157e+01,3.0485149e+00,7.0052539e-03,5.7091461e-03,9.0416067e-03,442,700,85220496
religiously,plural,63,6.2289804e-02,12633,10262,836,2637,5808,16322,7.5210958e+02,1.6194963e+02,3.0481677e+00,1.5640516e-02,8.6931277e-02,8.5847143e-03,7332,724,85220496
transparently,phony,46,4.3256073e-02,15653,12687,837,1503,20350,5693,5.5147923e+02,1.1925115e+02,3.0477837e+00,2.3927178e-02,2.5196123e-02,2.2740145e-02,2021,1824,85220496
tactically,astute,216,2.1925430e-01,5003,4076,838,691,19131,1215,2.5726608e+03,5.5278961e+02,3.0476466e+00,4.1682748e-02,2.6840933e-02,9.2851390e-02,2324,8040,85220496
thickly,cut,9,8.2846033e-03,45483,36652,839,5481,69109,6552,1.0808072e+02,2.3415087e+01,3.0472901e+00,8.8713652e-03,5.6802795e-03,2.0160902e-02,446,1583,85220496
ill,equipped,7,6.4167662e-03,53101,42693,840,5960,69485,8466,8.4090368e+01,1.8224411e+01,3.0471808e+00,8.3283760e-03,5.6400685e-03,1.5858547e-02,441,1240,85220496
expertly,wrought,7,6.4118261e-03,53102,42688,841,5228,56719,11316,8.4087010e+01,1.8226753e+01,3.0466317e+00,9.1863517e-03,7.3850749e-03,1.2120685e-02,577,947,85220496
severely,underweight,285,3.2599218e-01,4078,3354,842,1280,1802,9404,3.3575441e+03,7.1459281e+02,3.0461469e+00,2.6947806e-02,2.0233028e-01,1.4420865e-02,19745,1407,85220496
left,uncontrolled,21,1.9592634e-02,26413,21388,843,2799,20979,12677,2.5182133e+02,5.4512472e+01,3.0455577e+00,1.5005359e-02,2.4339466e-02,1.0831639e-02,1937,862,85220496
knowingly,false,379,5.0107502e-01,3326,2723,844,1796,41894,273,4.4037408e+03,9.2644351e+02,3.0451592e+00,2.0894782e-02,1.0800499e-02,3.1075890e-01,1218,35059,85220496
brightly,flavored,11,1.0211534e-02,40115,32380,845,4949,22337,23362,1.3194610e+02,2.8578079e+01,3.0449395e+00,9.6406661e-03,2.2706303e-02,6.1123584e-03,1798,484,85220496
mutually,exclusive,12154,2.1419299e+01,116,95,846,33,933,326,1.3754601e+05,2.8192655e+04,3.0447453e+00,2.8420770e-01,2.9671004e-01,2.7205756e-01,44619,40910,85220496
neatly,divisible,9,8.3000221e-03,45502,36660,847,4327,45012,11908,1.0800712e+02,2.3407819e+01,3.0445276e+00,1.0669828e-02,9.9028588e-03,1.1542724e-02,779,908,85220496
manually,movable,6,5.5254313e-03,58425,46837,848,5784,59358,12492,7.2000756e+01,1.5608943e+01,3.0436121e+00,8.5166785e-03,6.9381196e-03,1.0999106e-02,545,864,85220496
variably,cloudy,279,4.1650875e-01,4222,3525,849,4112,69823,191,3.2018948e+03,6.6728028e+02,3.0433776e+00,1.1065501e-02,5.6071067e-03,3.9017623e-01,714,49713,85220496
intelligently,put-together,5,4.6033292e-03,65191,52310,850,6747,68288,12462,5.9997502e+01,1.3008017e+01,3.0432262e+00,7.5815011e-03,5.7684151e-03,1.1027424e-02,453,866,85220496
here,longer,93,9.0763799e-02,9519,7739,851,1055,23071,2377,1.1104139e+03,2.3959365e+02,3.0428831e+00,3.0682943e-02,2.1934338e-02,5.0882381e-02,1826,4236,85220496
avowedly,terrorist,6,5.5354055e-03,58435,46846,852,5687,43832,18906,7.1977551e+01,1.5604244e+01,3.0427135e+00,8.6268871e-03,1.0229532e-02,7.4466102e-03,805,586,85220496
chemically,imbalanced,60,5.8617753e-02,13029,10601,853,1944,8540,11664,7.1628971e+02,1.5454966e+02,3.0426249e+00,1.9772615e-02,6.1040807e-02,1.1783951e-02,5087,982,85220496
naturally,curly,1007,1.5219270e+00,1461,1192,854,774,466,6559,1.1542510e+04,2.4030456e+03,3.0422941e+00,3.8333429e-02,3.8718087e-01,2.0144721e-02,49942,2597,85220496
smoothly,rounded,5,4.6134676e-03,65205,52325,855,6613,43464,23251,5.9973924e+01,1.3003240e+01,3.0421311e+00,7.7101002e-03,1.0342474e-02,6.1368971e-03,814,483,85220496
racially,segregated,179,1.9642000e-01,5838,4783,856,1688,2538,11714,2.1150742e+03,4.5204174e+02,3.0420012e+00,2.1905403e-02,1.6284689e-01,1.1730769e-02,15245,1098,85220496
fourth,dimensional,15,1.4011230e-02,32918,26565,857,3174,30802,11444,1.7972310e+02,3.8929808e+01,3.0417194e+00,1.3605442e-02,1.5675896e-02,1.1998566e-02,1249,956,85220496
congenitally,missing,29,2.7675830e-02,21306,17248,858,2696,45451,3454,3.4676769e+02,7.4994083e+01,3.0406676e+00,1.5429636e-02,9.7783772e-03,3.6397732e-02,796,2963,85220496
insultingly,reductive,9,8.3841920e-03,45537,36700,859,4668,55408,9093,1.0783508e+02,2.3368381e+01,3.0406036e+00,1.0078387e-02,7.6136667e-03,1.4862280e-02,605,1181,85220496
gonna,dominate,7,6.5052426e-03,53192,42753,860,5510,61644,10173,8.3887989e+01,1.8182780e+01,3.0405560e+00,8.8439672e-03,6.5977186e-03,1.3371965e-02,523,1060,85220496
weakly,fluorescent,5,4.6473562e-03,65256,52361,861,6859,40621,25710,5.9902619e+01,1.2987348e+01,3.0391113e+00,7.4906367e-03,1.1225570e-02,5.6128144e-03,890,445,85220496
annually,worldwide,9,8.4061937e-03,45558,36715,862,4405,47769,11129,1.0777882e+02,2.3358138e+01,3.0390215e+00,1.0520164e-02,9.1752012e-03,1.2300507e-02,731,980,85220496
cleverly,interwoven,31,2.9671360e-02,20376,16490,863,2272,38140,4073,3.7041106e+02,8.0126623e+01,3.0381088e+00,1.7509178e-02,1.2150355e-02,3.1220453e-02,992,2549,85220496
vehemently,anti-immigrant,5,4.6545141e-03,65264,52369,864,6352,51613,18581,5.9882406e+01,1.2984006e+01,3.0380201e+00,7.9302141e-03,8.3117816e-03,7.5687639e-03,660,601,85220496
spontaneously,emergent,5,4.6688182e-03,65283,52387,865,6657,65353,13434,5.9854231e+01,1.2977343e+01,3.0369044e+00,7.6687117e-03,6.1142951e-03,1.0257412e-02,487,817,85220496
educationally,disadvantaged,137,1.4261481e-01,7242,5893,866,1338,32071,1065,1.6246684e+03,3.4911182e+02,3.0363073e+00,2.6160015e-02,1.4966875e-02,1.0297932e-01,1329,9145,85220496
shatteringly,crisp,62,6.5445101e-02,12814,10463,867,4309,69990,861,7.3429453e+02,1.5761764e+02,3.0360204e+00,1.0697955e-02,5.5864551e-03,1.2313105e-01,503,11088,85220496
gradually,diminishing,17,1.6282362e-02,30368,24600,868,4277,16095,21978,2.0302582e+02,4.3935429e+01,3.0357690e+00,1.0759494e-02,3.2227367e-02,6.4505288e-03,2633,527,85220496
tastefully,furnished,10,9.4294452e-03,42720,34425,869,4096,37519,13781,1.1957372e+02,2.5912194e+01,3.0353047e+00,1.1092623e-02,1.2395366e-02,1.0020750e-02,997,806,85220496
home,explanatory,18,1.7191111e-02,29269,23726,870,3458,19511,16696,2.1499771e+02,4.6542133e+01,3.0352131e+00,1.2729844e-02,2.6329360e-02,8.3838049e-03,2145,683,85220496
intellectually,dishonest,1379,1.6605757e+00,1080,844,871,176,2460,1431,1.6141846e+04,3.4268303e+03,3.0349078e+00,1.0865112e-01,1.6660293e-01,8.0487036e-02,17116,8268,85220496
dependably,perennial,5,4.7130681e-03,65345,52435,872,6474,48418,20490,5.9757642e+01,1.2956859e+01,3.0326027e+00,7.8186083e-03,9.0168220e-03,6.8901096e-03,725,554,85220496
dark,green,183,2.3389696e-01,5815,4798,873,3618,64020,335,2.1278557e+03,4.5002116e+02,3.0310023e+00,1.2288477e-02,6.2829833e-03,2.6681397e-01,685,29099,85220496
insatiably,lustful,3,2.8284862e-03,88769,71082,874,8779,64840,23746,3.5842084e+01,7.7738181e+00,3.0308863e+00,6.1099796e-03,6.1797702e-03,6.0305614e-03,497,485,85220496
militantly,anti-abortion,5,4.7315026e-03,65365,52464,875,6405,54102,17815,5.9717766e+01,1.2948382e+01,3.0308309e+00,7.8740157e-03,7.8419244e-03,7.8914780e-03,633,637,85220496
rabidly,anti-abortion,9,8.5884621e-03,45663,36801,876,4668,33678,17966,1.0739733e+02,2.3274294e+01,3.0299130e+00,1.0078387e-02,1.4115351e-02,7.8255290e-03,1149,637,85220496
cloyingly,sweet,472,1.1036498e+00,2903,2478,877,6441,89087,83,5.1449699e+03,1.0368973e+03,3.0298825e+00,7.8473100e-03,3.9457919e-03,5.9834905e-01,787,119509,85220496
industrially,backward,28,2.7589631e-02,21891,17743,878,3424,56145,2800,3.3318903e+02,7.2019295e+01,3.0294316e+00,1.2823449e-02,7.4835841e-03,4.4471569e-02,629,3738,85220496
inexcusably,egocentric,5,4.7499958e-03,65382,52492,879,6495,59309,15731,5.9679233e+01,1.2939911e+01,3.0291751e+00,7.8003120e-03,6.9475551e-03,8.8726163e-03,563,719,85220496
presumptively,unconstitutional,70,7.1964202e-02,11799,9605,880,2231,44829,1439,8.2981146e+02,1.7875809e+02,3.0285895e+00,1.7726007e-02,9.9549894e-03,8.0101663e-02,873,7025,85220496
brightly,glowing,18,1.7427122e-02,29315,23772,881,3149,23235,13805,2.1445326e+02,4.6435542e+01,3.0279719e+00,1.3719512e-02,2.1770880e-02,1.0001642e-02,1798,826,85220496
apart,tender,151,1.8538512e-01,6811,5576,882,3676,64474,399,1.7614456e+03,3.7396775e+02,3.0279007e+00,1.2136800e-02,6.2258061e-03,2.3131253e-01,652,24231,85220496
dynamically,grow,7,6.7145819e-03,53373,42893,883,5730,34493,22821,8.3444820e+01,1.8086492e+01,3.0267910e+00,8.5784314e-03,1.3712406e-02,6.2329568e-03,1122,510,85220496
uncannily,prescient,44,4.4071276e-02,16202,13147,884,2380,44276,2376,5.2255164e+02,1.1286011e+02,3.0264108e+00,1.6874401e-02,1.0100683e-02,5.0934385e-02,863,4352,85220496
steadily,diminishing,21,2.0710077e-02,26574,21514,885,4238,13156,22694,2.4972924e+02,5.4006605e+01,3.0264099e+00,1.0835913e-02,3.9809145e-02,6.2645907e-03,3349,527,85220496
unintentionally,hilarious,881,1.1412578e+00,1626,1298,886,451,16264,369,1.0224395e+04,2.1613552e+03,3.0262448e+00,5.6688759e-02,3.1944806e-02,2.4926209e-01,3530,27552,85220496
coolly,analytic,8,7.7154562e-03,49060,39568,887,5330,32120,21811,9.5291055e+01,2.0651471e+01,3.0250988e+00,9.0702948e-03,1.4938943e-02,6.5031732e-03,1229,535,85220496
constitutionally,permissible,458,5.0011875e-01,2791,2268,888,357,7662,1620,5.3976381e+03,1.1575940e+03,3.0249453e+00,7.0116350e-02,6.7803217e-02,7.2440436e-02,6316,6748,85220496
smugly,moralistic,4,3.8306161e-03,74907,60050,889,7515,65022,17679,4.7672343e+01,1.0337988e+01,3.0249379e+00,6.9444444e-03,6.1574728e-03,7.9447176e-03,503,649,85220496
intellectually,stimulating,105,1.2090791e-01,8833,7232,890,3788,2308,23292,1.2313305e+03,2.6296621e+02,3.0245574e+00,1.1852354e-02,1.7421899e-01,6.1287778e-03,17116,602,85220496
freshly,manicured,12,1.1690322e-02,38209,30837,891,4901,21542,23420,1.4279603e+02,3.0924724e+01,3.0244053e+00,9.7087379e-03,2.3645722e-02,6.1010616e-03,1965,507,85220496
unfailingly,polite,615,7.5281186e-01,2164,1752,892,524,17956,458,7.1725575e+03,1.5239049e+03,3.0243731e+00,5.0440845e-02,2.8730482e-02,2.0475627e-01,3000,21385,85220496
unduly,burdensome,493,5.4385377e-01,2616,2126,893,350,8721,1303,5.8037528e+03,1.2438737e+03,3.0238709e+00,7.1170781e-02,6.0017496e-02,8.7197023e-02,5648,8206,85220496
