adj_lemma,SUM,very,more,most,so,not,as,too,really,much,pretty,less,even,also,quite,extremely,how,still,highly,always,just,relatively,completely,particularly,far,only,now,all,incredibly,fairly,especially,truly,increasingly,rather,absolutely,slightly,almost,super,totally,entirely,that,well,often,no,already,somewhat,equally,long,fully,potentially,perfectly,deeply,actually,mostly,nearly,significantly,probably,both,never,politically,seemingly,least,generally,sometimes,usually,surprisingly,ever,largely,currently,definitely,overly,any,certainly,immediately,simply,real,easily,yet,readily,once,environmentally,hugely,exceptionally,otherwise,clearly,unusually,about,mentally,physically,remarkably,virtually,socially,terribly,utterly,partly,genuinely,seriously,reasonably,damn,however,exactly,way,wildly,little,financially,considerably,then,historically,hardly,perhaps,brand,obviously,necessarily,sexually,therefore,consistently,extraordinarily,directly,widely,barely,amazingly,economically,inherently,mutually,apparently,previously,finally,technically,visually,immensely,naturally,emotionally,vastly,typically,sufficiently,critically,wide,substantially,ridiculously,wonderfully,second,indeed,purely,downright,fundamentally,uniquely,personally,similarly,wholly,openly,predominantly,publicly,kinda,commercially,exceedingly,culturally,heavily,thoroughly,notoriously,comparatively,plain,morally,likely,painfully,half,closely,essentially,overwhelmingly,possibly,legally,ultimately,statistically,intensely,enormously,dangerously,profoundly,insanely,mainly,awfully,moderately,primarily,tremendously,extra,somehow,radically,darn,practically,over,unbelievably,normally,instantly,newly,basically,pleasantly,again,technologically,merely,minimally,supposedly,thus,strictly,infinitely,initially,aesthetically,remotely,vitally,distinctly,mildly,fiercely,decidedly,rarely,dramatically,maybe,strikingly,traditionally,kind,enough,horribly,strangely,terminally,of,partially,beautifully,constantly,altogether,further,medically,freely,unexpectedly,oddly,noticeably,suddenly,roughly,acutely,forever,abundantly,sharply,brutally,impossibly,massively,fiscally,excessively,eerily,undeniably,near,deceptively,occasionally,frequently,supremely,stunningly,vaguely,broadly,universally,visibly,beyond,notably,shockingly,solely,reportedly,than,chronically,strongly,clinically,marginally,literally,up,keenly,albeit,progressively,back,globally,intellectually,longer,first,cautiously,doubly,disproportionately,though,abnormally,undoubtedly,officially,exclusively,desperately,markedly,surely,formerly,understandably,deliciously,non,specifically,severely,greatly,overtly,allegedly,overall,refreshingly,crystal,admittedly,famously,eternally,genetically,drastically,bad,patently,delightfully,strategically,astonishingly,nationally,racially,scientifically,endlessly,ecologically,biologically,out,soon,woefully,humanly
essential,83295,5447,4984,15069,4188,8555,5214,109,1427,650,381,604,439,7295,676,1093,210,779,491,673,241,5,182,386,27,746,629,711,213,103,337,554,376,147,10634,3,490,29,132,49,57,45,472,0,35,34,622,141,9,18,3,13,461,5,87,29,95,324,18,31,44,113,42,92,141,8,48,5,8,158,3,0,137,21,121,19,1,47,0,65,5,19,96,12,103,0,11,0,1,11,50,10,16,182,2,28,17,6,5,87,47,4,1,2,6,7,50,13,95,81,0,170,95,0,1570,6,47,5,0,8,18,41,8,4,35,9,6,8,2,10,15,0,5,34,2,47,0,5,1,6,41,192,15,39,29,8,0,71,13,1,2,1,9,4,38,14,1,6,0,1,2,8,20,0,0,1,4,3,21,14,34,2,2,5,0,4,0,14,3,1,10,11,41,44,1,8,53,2,21,38,4,8,42,0,37,2,10,3,27,237,36,0,3,1,3,117,1,1,0,3,10,4,9,0,3,1,20,1,2,0,1,3,0,40,7,36,47,0,2,2,4,14,0,3,13,0,0,1,0,6,1,5,0,20,16,1,10,15,2,0,0,1,9,1,5,11,0,5,0,6,1,3,7,2,16,2,0,10,9,4,2,0,33,37,0,10,0,8,0,36,2,1,3,1,22,7,0,1,220,51,2,16,0,7,0,0,0,5,0,4,0,0,0,0,0,34,0,3,0,2,1,12,19,0,3,0,1
memorable,82970,3520,11314,44607,2491,819,2918,154,802,75,369,679,86,401,523,345,34,121,427,303,57,4,36,2360,1,134,11,115,271,58,935,4215,5,86,57,17,4,63,49,48,236,21,50,12,40,56,325,7,3,20,22,53,26,45,3,4,2,132,7,0,3,178,9,12,22,29,67,8,0,144,45,0,206,65,19,24,92,20,4,5,0,61,66,47,4,10,2,0,1,41,0,1,85,72,0,51,15,3,14,6,55,2,15,4,0,1,6,11,86,6,0,6,12,0,29,15,39,0,1,21,25,0,3,1,4,0,1,0,70,14,0,6,0,6,7,0,0,0,6,70,1,35,3,5,1,75,11,32,25,0,1,0,0,0,13,3,0,31,1,0,3,0,3,9,0,1,0,4,6,0,21,1,23,0,0,19,13,4,3,2,3,10,72,4,0,8,1,0,11,0,369,2,1,24,7,0,9,0,2,12,0,13,1,6,29,0,28,3,5,7,28,1,2,19,0,5,23,6,11,0,2,0,10,4,16,2,0,0,5,15,0,0,0,1,64,0,3,4,2,4,0,0,7,29,1,1,4,2,5,9,8,0,0,0,2,4,6,0,0,15,0,4,0,1,2,0,1,6,0,0,1,1,0,1,0,7,0,2,0,12,0,0,0,0,15,2,0,16,5,7,0,2,4,0,7,0,0,1,1,16,0,0,1,0,18,1,2,0,0,0,4,0,0,3,0,0,0
cute,82963,10422,869,178,20826,1675,3540,5628,9226,87,2732,324,185,270,755,683,2105,566,12,143,489,33,31,197,3,260,13,383,838,64,178,31,0,496,60,21,122,10633,463,4,363,21,44,2,47,69,147,88,1,11,72,1,94,29,6,0,6,208,43,7,31,20,14,39,22,72,26,2,1,112,163,0,61,0,51,231,2,13,0,41,0,3,80,19,4,15,33,0,1,11,0,0,84,23,2,19,227,19,535,29,23,95,4,26,0,1,16,1,2,2,0,10,7,0,5,4,14,0,0,3,212,0,8,0,2,0,3,0,3,9,18,0,0,8,5,0,0,0,455,56,1,16,1,55,1,9,0,12,0,0,0,0,728,0,35,0,0,6,5,1,93,0,0,58,4,0,0,21,5,3,4,0,17,5,25,0,205,2,250,10,1,10,103,17,0,1155,0,2,131,5,5,0,5,1,1,1,37,0,12,1,0,5,7,3,19,0,2,12,6,11,6,1,14,5,6,2,17,7,29,23,110,0,6,1,2,2,0,0,11,32,1,4,0,1,6,1,0,2,215,6,0,17,3,122,2,46,10,0,13,15,6,0,5,0,44,2,4,1,2,7,0,0,0,2,3,4,0,9,0,0,0,2,15,4,1,1,0,12,3,15,2,0,2,0,3,7,0,29,2,2,0,3,5,3,11,2,0,19,5,7,0,0,0,0,36,0,6,0,0,0,12,0,0,1,1,0,0
qualified,82772,1367,7235,8369,231,7848,884,83,520,80,56,1581,274,484,85,559,91,114,22324,52,57,9,161,161,4,462,246,320,83,13,122,299,11,11,53,10,29,48,100,41,9,7168,14,0,351,62,796,189,6120,47,248,8,241,9,25,5,19,136,23,11,20,412,38,5,43,2,12,1,58,64,51,0,155,18,10,14,17,94,0,143,1,41,399,884,119,19,11,13,77,58,5,2,9,2,7,28,8,30,2,38,27,2,2,2,79,0,39,1,77,5,0,60,47,0,64,2,60,20,5,74,17,8,9,0,11,14,8,332,0,47,9,2,6,8,135,0,2,2,6,7,1,39,1,0,1,4299,21,205,10,0,1,0,2,8,41,4,49,58,1,1,0,39,19,0,8,1,1,10,15,436,5,1,2,17,0,22,2,3,4,5,0,23,2,22,2,5,6,169,9,6,8,1009,8,0,10,5,13,60,13,62,5,11,7,4,123,0,15,2,1,0,6,0,3,0,1,1,726,0,1,0,0,18,0,5,0,31,288,0,2,2,1,6,0,2,0,21,0,0,2,2,0,1,0,10,19,0,1,1,131,2,9,2,4,0,18,1,0,7,0,1,0,15,15,63,2,6,1,11,0,0,2,12,3,18,0,9,2,3,0,24,41,7,0,0,9,3,0,0,58,38,3,7,0,2,7,0,0,2,0,0,1,0,14,0,0,0,0,40,5,27,2,0,1,1,4,0,0
unlikely,82589,15203,2945,9512,1170,1423,2220,161,294,23,1311,78,102,1933,1027,5900,146,618,25325,149,104,206,84,129,10,84,575,81,586,344,129,28,1894,960,15,38,30,33,53,134,77,18,75,0,42,771,442,5,2,5,3,55,38,22,0,4,545,67,1,56,503,16,45,60,34,0,6,8,41,10,0,0,74,0,35,5,1,4,0,19,0,67,67,109,17,1,11,0,3,18,3,0,37,41,0,2,27,23,19,781,3,0,76,32,0,4,18,21,20,166,0,33,2,0,530,2,181,1,0,0,17,1,24,0,34,19,1,3,2,5,3,0,10,9,5,0,0,5,29,5,1,20,0,11,1,4,4,64,46,0,0,0,10,0,388,1,0,10,2,3,5,0,8,3,1,0,0,19,8,1,25,239,2,13,2,17,9,1,29,2,0,9,1,7,2,8,7,0,4,10,0,0,3,0,39,1,17,0,2,200,0,10,9,0,2,1,21,1,0,24,0,2,10,3,0,0,2,1,1,0,6,0,0,0,38,11,13,0,0,1,1,1,0,1,1,0,0,0,17,21,0,3,0,2,0,1,1,2,24,2,4,0,0,0,12,3,1,0,19,3,0,1,0,0,1,0,0,107,1,1,0,0,0,1,0,15,8,116,0,0,0,0,7,0,21,4,0,3,0,0,12,2,2,3,3,0,0,79,2,1,2,0,2,1,5,0,8,0,0,4,0,0,7,0,3,0,0
modern,82371,7571,33658,20432,808,452,908,781,393,333,212,233,148,219,570,393,132,127,306,52,64,1089,381,146,43,92,84,146,214,424,37,833,128,204,70,93,84,294,274,208,10,30,25,1,17,86,60,17,352,1,88,11,18,104,21,3,11,157,10,1,52,34,12,10,11,420,34,37,3,43,30,2,20,3,52,11,1,73,0,93,2,4,32,78,34,16,17,0,3,98,3,2,29,110,10,33,11,94,3,25,14,2,13,8,0,4,17,5,4,14,1,29,8,3,9,11,20,1,0,4,55,5,24,0,20,1,0,12,9,1,9,4,2,57,18,0,0,0,8,78,1,7,73,10,15,275,0,20,83,0,18,0,7,0,15,16,1,2988,0,124,0,0,4,3,8,4,71,5,3,0,4,1,14,1,3,33,3,35,4,5,15,3,8,15,50,3,4,2,9,2,5,19,6,7,7,47,14,3,50,6,49,2,0,12,16,3,575,2,33,493,0,8,5,327,23,8,6,1,42,0,4,2,135,2,16,5,0,0,13,27,4,3,7,5,10,0,10,12,3,1,0,4,10,64,1,10,6,2,18,52,22,1,0,5,0,8,41,2,1,1,0,6,0,0,3,0,3,9,14,1,1,1,0,2,0,0,0,2,1,9,0,28,1,5,3,4,0,15,1,30,9,2,20,9,0,145,0,3,1,14,4,2,0,5,40,0,36,0,0,6,2,4,11,0,4,0,0
clean,82307,21544,2209,407,4396,3109,7039,1466,2253,3070,1703,376,430,614,685,1420,516,522,37,1825,408,2069,2189,168,275,410,564,782,442,923,99,467,65,175,613,160,257,2322,715,274,89,173,53,10,252,204,63,56,168,17,1549,31,185,448,109,101,69,161,115,5,58,31,310,21,142,253,133,48,21,75,53,11,47,14,161,121,53,39,2,205,284,0,674,419,10,64,25,4,53,310,24,4,12,31,4,25,18,424,20,18,62,46,0,30,7,48,89,6,20,10,0,13,49,3,22,159,53,2,0,15,178,1,19,1,47,71,61,39,64,8,164,3,14,41,68,0,5,30,27,134,13,34,14,2,6,15,9,29,14,0,9,0,23,8,23,0,0,2179,6,76,9,122,15,8,14,1,16,5,8,15,14,1,6,1,2,1,13,9,12,40,7,2,129,27,5,21,11,12,45,32,17,62,42,16,41,0,7,1,75,9,13,28,11,23,16,0,9,2,2,12,31,33,15,20,6,2,322,1,14,1,3,19,300,32,17,18,6,0,11,16,85,10,1,0,25,3,1,3,34,2,0,15,13,10,7,5,13,21,8,13,3,0,5,66,0,22,12,1,7,0,0,1,47,24,4,9,0,15,13,197,2,2,2,33,0,1,1,14,11,9,8,11,0,10,7,14,0,17,2,1,0,2,3,6,35,87,28,0,23,5,7,2,0,0,24,1,18,0,2,0,2,175,12,27,5,0,1
quiet,81821,17649,2918,487,6513,1070,3080,2847,1865,2756,4312,91,410,505,464,1171,186,655,0,428,428,7453,472,221,205,142,272,746,269,2416,112,71,50,1532,205,229,65,578,184,63,54,22,348,30,57,424,80,64,6,7,270,16,106,1364,8,122,25,158,286,19,212,14,607,123,874,718,45,726,20,61,28,30,31,11,31,668,2,73,0,224,1,1,228,735,2,1044,33,6,5,352,13,4,24,53,1,11,4,272,31,28,67,21,0,63,0,85,98,10,25,17,0,13,18,0,16,16,67,0,0,1,116,1,17,1,28,114,85,1,10,3,98,2,2,226,22,2,0,17,18,118,0,15,1,4,3,15,0,59,1,1,12,39,128,0,32,1,0,1,55,235,13,0,5,56,3,0,15,6,4,0,5,0,34,0,22,13,7,27,370,19,4,4,20,11,4,20,2,3,34,714,13,5,14,67,56,1,13,0,22,5,4,6,31,0,7,0,21,4,2,43,49,8,13,9,94,2,54,12,554,0,102,0,56,4,23,2,0,0,44,230,282,153,0,1,6,1,0,2,10,1,0,6,1683,2,4,108,4,15,6,11,0,0,2,3,0,119,25,0,11,1,2,0,1,9,5,3,0,42,10,7,0,1,2,6,5,0,0,41,47,4,5,2,5,15,1,71,29,7,0,1,0,2,1,1,18,20,0,6,23,0,2,2,0,0,21,2,22,0,0,0,0,0,0,3,2,2,0
flexible,80513,10310,37287,4124,1540,1515,2975,426,760,96,860,2008,59,967,1010,2567,335,278,3370,223,60,272,542,146,3,88,28,44,754,377,43,241,195,171,26,191,4,737,308,106,125,21,67,0,61,438,74,45,516,13,47,5,27,13,3,16,9,287,7,19,6,109,56,11,75,104,22,13,10,9,73,0,14,1,6,20,12,221,2,9,0,50,94,13,3,71,5,50,25,173,0,11,15,11,6,13,9,70,6,14,6,1,8,5,54,6,4,3,1,2,1,2,10,6,19,5,71,1,1,2,136,2,83,0,10,1,0,5,6,30,73,12,3,20,356,0,0,2,14,76,1,6,2,2,3,121,3,51,3,1,0,0,3,4,16,7,1,2,18,4,0,93,4,1,1,0,4,0,4,2,28,0,2,32,1,3,16,1,6,29,1,22,45,6,2,6,0,3,34,25,4,17,6,5,2,5,1,2,4,9,0,166,2,4,0,0,5,4,1,0,5,1,2,1,3,0,8,1,4,0,2,9,11,8,0,8,0,1,2,8,2,1,0,0,2,1,0,2,6,5,0,11,0,0,2,4,1,2,28,8,1,2,4,0,1,7,6,0,1,4,0,2,1,0,5,2,0,5,3,3,1,11,1,1,1,0,0,4,3,1,0,0,0,2,0,0,1,1,13,1,1,20,0,3,2,9,0,3,16,2,2,1,0,0,5,7,5,0,1,1,43,6,1,1,2,0,1
fair,80356,6188,4962,903,1213,30160,2378,221,1946,550,2717,485,525,1218,963,379,409,227,3,1255,410,249,995,171,67,9347,100,284,100,18,38,429,10,78,359,34,42,54,655,1432,61,47,28,38,17,94,141,107,43,32,658,4,120,218,4,6,1358,252,177,13,38,90,394,32,55,51,77,64,4,79,19,47,268,1,26,44,7,55,0,33,3,1,30,66,30,20,95,0,3,40,0,64,24,20,5,50,2,269,5,42,286,5,1,3,18,15,101,13,468,73,0,19,230,1,79,53,30,1,3,21,19,26,66,16,24,1,7,12,1,2,34,3,1,8,19,2,2,6,3,7,1,56,4,1,165,3,1,12,23,3,3,1,13,11,85,6,0,8,0,19,6,14,21,6,4,0,27,6,15,11,44,8,2,2,0,0,0,23,0,23,3,3,3,20,8,9,2,0,14,13,1,0,61,3,22,0,13,9,29,26,50,11,0,0,81,0,1,2,1,4,46,2,11,5,2,2,6,0,4,0,0,5,5,2,39,63,0,0,4,3,1,3,8,0,2,4,0,8,2,2,2,4,1,8,0,2,2,2,3,0,4,17,7,14,2,2,6,3,2,51,0,0,0,4,2,1,0,2,1,7,6,2,13,6,1,1,1,4,0,10,3,0,0,3,14,3,2,0,7,2,1,0,1,2,13,4,0,2,1,4,0,0,0,3,0,0,2,1,19,2,2,0,0,2,0,0,1
tired,80294,8787,3694,413,14988,2857,1700,14445,5024,109,2446,972,197,723,934,1113,299,783,5,792,3965,7,107,125,3,105,213,960,210,97,112,76,365,628,44,195,57,480,60,7,175,39,252,1,1278,302,74,87,12,13,4,43,92,52,7,3,569,300,741,1,44,19,65,56,93,5,73,6,15,125,362,0,58,7,553,271,132,99,0,32,0,1,29,39,194,152,42,260,484,5,0,0,91,29,1,19,55,5,304,44,5,17,0,31,0,4,48,0,3,79,0,149,10,0,7,12,11,1,0,6,5,0,0,1,131,7,178,0,3,11,18,61,0,7,28,1,1,0,38,4,0,21,2,6,3,0,29,10,3,3,0,0,176,0,13,1,4,62,1,1,288,2,80,8,7,1,3,21,23,0,4,0,2,2,12,9,21,2,154,6,0,5,76,4,0,68,1,164,23,5,5,0,17,37,13,0,43,0,17,3,1,5,2,0,12,0,6,4,1,8,7,0,47,0,0,1,6,30,12,3,115,2,3,362,2,2,0,0,4,4,42,70,0,1,7,0,0,1,8,5,0,79,0,3,7,0,9,32,3,1,5,0,4,327,115,3,0,1,15,3,107,1,0,0,17,5,0,11,5,8,0,4,3,7,0,1,0,59,18,10,41,0,49,1,27,4,75,1,0,1,11,4,0,5,6,1,0,24,0,8,0,0,2,0,0,0,0,0,0,0,6,0,0,3,136,3,1
wide,79198,11110,1733,598,4096,1108,7334,5825,1228,12010,1928,279,2975,340,985,1351,682,522,6,55,4479,721,100,280,1986,207,248,85,508,1531,154,105,443,465,13,2213,23,432,17,9,178,731,126,543,222,277,277,30,12,159,10,0,78,43,25,231,33,133,32,1,43,13,100,35,103,440,460,3,16,31,90,97,24,0,11,113,15,43,0,48,3,18,288,15,30,546,54,0,2,183,8,2,30,4,1,5,12,141,10,53,16,65,24,28,0,160,47,34,21,34,0,22,11,0,12,19,200,0,21,391,81,0,1,0,24,12,2,0,10,31,37,3,57,49,204,0,13,48,72,57,9,16,0,0,1,40,1,117,2,2,3,0,9,0,35,3,0,0,8,42,5,0,11,18,15,2,4,6,21,0,2,0,0,93,28,0,29,11,24,77,6,36,75,2,9,5,6,10,38,18,3,3,1,8,31,0,2,2,6,9,4,67,7,0,0,0,10,1,0,4,5,33,14,23,10,0,25,95,11,0,6,0,15,4,1,21,0,0,85,9,50,39,0,2,1,1,7,0,101,35,0,64,2,4,3,12,7,6,1,20,2,1,3,8,0,36,25,0,6,1,0,1,0,59,3,4,0,4,41,13,1,2,0,5,0,4,22,23,31,5,0,1,4,9,5,7,0,2,2,3,0,2,1,1,4,8,0,8,15,1,0,4,17,0,7,1,75,1,0,0,8,0,0,750,5,27,0
dependent,78705,2112,6482,694,3184,6831,899,2585,478,833,69,4814,60,1266,198,334,222,1056,4952,404,164,16,3156,204,3,262,568,981,59,34,110,72,2164,43,252,14,17,13,2828,3491,12,7,583,4,117,237,115,714,502,6,1,248,98,325,6,83,60,70,49,39,29,61,83,57,232,14,40,3140,157,22,925,0,40,16,50,1,6,17,1,102,9,216,10,26,56,45,2,20,385,9,25,24,18,709,196,5,47,2,2,17,4,1,3,3,1047,12,39,25,8,21,2,72,151,8,162,2,11,644,14,0,1,587,43,547,19,44,7,9,11,5,21,210,9,65,8,363,0,54,3,0,0,12,69,0,74,38,10,36,994,7,31,0,2,2,12,46,6569,38,4,0,1,0,63,3,3,47,48,95,18,17,219,7,22,21,120,36,1,243,8,6,295,11,1,58,27,0,6,45,1,21,1,13,50,1,64,85,23,9,6,73,73,1,19,0,3,51,2,4,2,2,5,5,7,2,27,1,0,3,4,2,0,187,0,22,15,23,36,0,0,3,1,17,2,12,69,0,1,0,0,18,10,79,0,2,1,0,3,17,2,0,1,5,2,3,0,3,0,720,6,0,30,437,17,2,26,1,2,5,9,1,6,2,59,8,0,3,45,1,4,3,1,79,42,4,9,20,2,0,4,11,41,302,11,1,0,0,0,5,5,16,7,1,0,0,1,18,0,2,1,3,0,4,8,0,1,9,0
traditional,78610,6045,52071,7563,474,1111,632,421,189,118,564,2021,74,221,422,146,25,141,192,28,70,204,103,38,3,103,266,63,24,969,14,147,9,303,24,13,95,57,68,68,10,27,51,0,26,212,41,37,35,0,23,257,17,193,8,0,3,102,5,3,62,47,21,8,20,60,13,132,4,9,39,0,10,0,25,7,0,20,0,82,0,4,7,163,3,7,8,0,1,13,0,9,9,23,11,16,5,19,0,14,48,0,1,3,0,3,10,31,21,9,0,9,29,0,6,5,1,0,2,2,5,0,2,0,12,19,0,3,1,0,1,0,0,32,3,0,0,0,0,24,0,6,74,11,11,20,0,19,20,0,17,0,6,0,2,27,16,44,4,15,1,4,3,9,9,1,30,8,2,0,2,3,8,0,0,12,1,45,3,3,23,0,2,4,9,1,1,2,0,3,0,3,18,4,5,1,20,0,16,4,134,0,1,4,18,0,24,2,33,44,2,3,5,7,2,2,7,0,2,0,10,0,40,0,4,1,0,0,5,8,2,1,1,0,0,0,0,0,0,1,0,4,0,4,0,7,3,0,1,1,9,8,1,0,1,6,3,9,0,5,0,32,0,0,1,1,0,19,3,0,1,0,0,2,0,1,1,1,0,2,1,21,0,5,2,9,0,5,168,1,2,2,9,4,0,13,0,1,4,0,1,0,0,1,14,0,0,1,0,0,0,0,0,1,2,0,0
optimistic,78351,8381,15830,5600,1526,3624,1550,4599,569,50,1093,3376,159,929,929,737,181,1776,536,586,80,413,50,365,3,36,113,141,274,464,116,53,554,382,23,162,32,76,57,75,210,15,34,2,59,467,172,24,15,10,3,51,75,109,2,4,57,114,18,5,23,145,533,12,76,163,164,106,8,59,5135,0,90,4,6,80,1,30,0,34,3,89,13,34,34,66,0,2,1,70,0,5,140,14,2,55,7,320,3,50,44,5,744,24,9,3,7,1,36,27,0,22,29,0,10,24,38,0,9,2,15,13,55,0,11,15,10,0,0,3,101,3,2,35,12,4,0,1,61,26,2,11,8,25,112,9,32,172,21,17,10,42,7,0,26,1,3,13,18,8,1,2,12,6,6,0,41,52,12,0,105,0,8,25,20,53,44,9,34,119,11,30,6,19,18,9,0,140,9,26,0,22,56,9,24,3,7,0,2,5,0,4,63,0,6,0,10,111,24,71,3,3,8,19,5,1,2,3,47,4,14,0,9,15,7,3,0,0,16,35,2,13,0,0,18,7,0,1,22,9,0,146,2,9,1,10,1,4,19,2,24,30,10,4,9,6,8,1,23,49,5,34,0,5,1,0,0,1,0,1,0,0,8,4,9383,1,0,10,0,4,4,0,11,6,3,1,20,0,1,4,0,14,19,0,39,47,0,12,8,309,1,0,0,2,6,2,9,0,1,0,46,1,0,0,1,8,0
profitable,78161,6322,21434,18801,1006,2887,1864,188,305,74,93,3428,189,276,760,1381,303,590,6062,147,33,32,12,230,1,258,215,65,314,60,127,127,184,70,8,63,10,73,8,8,93,18,75,0,383,37,69,462,28,785,16,0,127,21,16,39,17,127,68,70,17,483,56,23,41,23,15,27,103,17,16,0,42,83,7,25,4,346,4,69,0,1023,81,54,22,28,7,0,0,25,0,6,33,0,3,18,13,67,9,22,11,1,352,2,178,4,11,36,13,5,0,20,36,0,28,704,79,18,9,207,40,182,19,237,16,28,12,5,0,336,2,3,38,4,88,0,1,11,17,11,0,37,3,5,1,16,24,19,3,0,1,0,0,92,42,0,3,1,5,4,1,1,21,0,0,0,3,6,33,0,54,3,6,287,1,1,122,2,0,25,2,66,23,5,0,3,1,0,14,8,23,23,4,3,42,1,3,7,8,16,1,3,7,1,4,0,0,23,0,3,59,3,8,1,11,0,4,0,2,0,0,0,9,11,5,15,0,0,8,0,0,10,2,2,7,0,0,0,2,165,7,8,0,8,2,0,8,3,8,5,1,1,4,0,0,6,3,3,5,4,0,30,0,343,0,0,0,6,4,1,3,6,49,4,0,1,2,3,3,6,2,2,0,1,6,9,0,1,73,0,0,13,2,4,3,0,0,1,8,4,0,0,0,0,1,2,9,0,0,0,7,0,0,0,0,0,1
warm,78096,13174,1379,255,4968,1469,3925,5993,1858,3186,1147,361,889,516,1859,1028,239,6345,8,991,811,1660,44,674,189,215,178,1404,737,546,321,182,344,487,16,2381,115,651,40,16,120,141,159,132,330,372,144,164,24,22,200,18,203,196,19,330,55,264,106,2,40,21,494,66,312,564,55,19,17,107,208,123,61,50,41,85,13,163,2,285,1,10,485,98,13,2801,20,1,25,145,1,3,40,4,1,260,22,176,17,29,128,35,5,63,0,152,110,44,24,25,0,28,23,2,45,296,96,0,0,266,142,0,17,3,16,38,161,1,8,12,196,30,4,179,114,1,0,39,56,598,59,19,2,19,3,42,14,75,3,6,15,2,36,0,42,4,1,23,8,100,7,0,33,6,14,0,15,36,10,0,13,1,29,9,34,5,23,18,32,203,2,16,141,28,0,18,0,14,47,75,34,22,9,590,28,0,32,3,7,17,2,8,28,1,15,0,37,112,4,47,20,31,15,14,77,15,155,4,90,1,19,4,181,37,10,11,0,0,108,80,148,46,0,1,7,2,3,7,15,2,0,81,12,11,4,21,11,13,9,10,10,3,8,1,2,35,23,1,3,2,1,3,0,39,9,5,0,9,50,10,17,1,1,27,2,7,4,20,323,1,5,6,2,15,5,6,1,163,1,6,2,4,4,2,23,20,0,3,26,4,0,7,2,1,115,0,8,0,0,0,13,0,0,0,21,0,4
disappointed,77774,18485,2090,712,4439,8837,1058,1314,4360,213,1682,126,96,1177,1407,4942,279,666,394,605,1121,10,209,412,10,180,72,711,571,110,280,251,102,661,47,1375,230,171,308,52,126,12,348,2,69,1178,187,20,10,5,1,3936,213,117,0,9,157,175,599,3,24,22,74,61,111,18,46,82,4,209,107,0,235,69,46,169,47,13,1,13,0,456,23,7,420,2,1,2,0,7,0,0,717,257,9,160,191,2,13,62,15,5,27,134,1,10,78,0,31,42,0,1142,15,5,42,38,41,0,2,0,5,0,1,1,38,4,4,0,2,45,223,4,22,12,8,0,0,1,7,0,0,14,2,16,9,3,168,39,20,23,0,3,196,0,20,0,29,271,0,0,2,1,63,17,17,0,1,11,7,0,111,0,13,37,3,513,6,13,39,2,2,92,5,17,2,7,0,0,17,3,13,2,3,8,141,0,19,0,0,14,0,3,250,0,5,0,10,237,3,7,121,1,15,0,0,3,2,104,24,3,35,3,4,93,7,50,0,0,1,24,31,6,0,11,19,0,4,6,1,119,0,6,0,2,2,0,4,45,40,0,63,1,9,223,90,8,2,4,37,4,12,14,0,9,3,9,54,2,2,6,0,0,0,48,0,32,3,40,0,18,2,0,102,1,53,1,213,0,0,1,262,356,0,4,24,0,0,28,0,9,0,2,1,1,0,0,0,0,0,0,4,0,0,0,50,34,1
dead,77769,669,2612,155,1110,18409,2442,211,2125,1131,602,228,609,771,938,31,63,1101,1,145,695,29,1378,13,12,295,4848,3102,3,39,8,748,8,91,267,18,1927,31,430,194,8,191,118,12,7916,45,72,3058,95,39,21,3,1028,602,1468,1,1059,713,422,209,382,3,20,46,166,6,62,94,99,313,2,0,248,25,81,19,3,447,0,346,1,0,1,137,156,3,205,31,81,2,263,45,1,61,22,12,22,0,11,13,80,7,0,0,5,0,191,7,52,64,0,165,97,6,30,3,0,4,0,11,1,15,3,0,511,48,340,202,7,0,38,104,1,15,5,0,0,1,0,1,3,275,2,7,3,2,1,5,28,1,2,0,46,14,0,12,1,56,4,4,47,18,584,4,878,0,378,0,193,634,14,6,0,0,4,7,1,17,7,0,7,0,2,12,0,2,233,23,2,11,32,343,361,0,34,0,35,0,374,12,0,0,3,3,0,0,1,3,0,16,3,1,58,0,10,2,33,6,3,3,35,28,1,3,15,3,22,0,12,4,3,82,2,0,69,0,2,2,0,0,0,2,6,12,24,1,7,9,0,0,0,0,1,7,0,1,3,1,110,0,0,0,813,0,135,53,0,16,0,22,0,17,4,14,0,29,1,67,0,24,828,1,0,0,85,49,0,1,3,0,3,0,0,41,2,0,0,2,12,8,0,0,1,2,2,0,0,1,0,1,0,11,66,3,85,1,1
